setid,"MolaLity of dodecyltrimethylammonium bromide, mol/kg","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fEgXH,0.00342,0.00342,298.15,102,997.23,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00351,0.0082,298.15,102,997.4,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00361,0.00155,298.15,102,997.17,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00375,0.00563,298.15,102,997.31,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00377,0.03396,298.15,102,998.14,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00404,0.00943,298.15,102,997.44,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00433,0.00433,298.15,102,997.28,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00466,0.0031,298.15,102,997.24,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00477,0.01112,298.15,102,997.5,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.0049,0.00122,298.15,102,997.19,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00497,0.00746,298.15,102,997.4,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00526,0.00526,298.15,102,997.33,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00529,0.00227,298.15,102,997.23,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.0056,0.01306,298.15,102,997.56,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00575,0.00064,298.15,102,997.18,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00576,0.00865,298.15,102,997.44,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00608,0,298.15,102,997.17,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00608,0.00608,298.15,102,997.38,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00617,0.01439,298.15,102,997.61,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00622,0.00415,298.15,102,997.31,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00664,0.01549,298.15,102,997.65,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00678,0.0017,298.15,102,997.24,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00684,0.00293,298.15,102,997.29,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00707,0,298.15,102,997.19,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00709,0.00079,298.15,102,997.22,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00721,0.00721,298.15,102,997.43,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00742,0.00494,298.15,102,997.36,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00742,0.01112,298.15,102,997.53,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00755,0.01763,298.15,102,997.72,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00796,0,298.15,102,997.21,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00819,0.01228,298.15,102,997.5,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00829,0.00829,298.15,102,997.47,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00877,0.00585,298.15,102,997.41,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00897,0,298.15,102,997.23,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00903,0.02108,298.15,102,997.83,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00909,0.00389,298.15,102,997.37,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00913,0.00101,298.15,102,997.27,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00961,0.0024,298.15,102,997.33,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.0098,0.0098,298.15,102,997.54,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.00999,0,298.15,102,997.25,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01009,0.02355,298.15,102,997.91,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01019,0.0068,298.15,102,997.46,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01023,0.01534,298.15,102,997.69,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.01039,0.02425,298.15,102,997.9,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fEgXH,0.0104,0.00446,298.15,102,997.4,Zheng et al. (2017c),Density,Liquid,AADYJk,O,water,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
