setid,"Temperature, K",Mole fraction of 1-ethylpyridinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kKloD,303.15,0.3004,100,972.39,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,303.15,0.4006,100,1006.9,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,303.15,0.4942,100,1032.5,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,303.15,0.6006,100,1055.8,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,303.15,0.6992,100,1073.8,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,303.15,0.8026,100,1089.1,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,303.15,0.8992,100,1102.5,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,303.15,1,100,1115.3,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0,100,776.7,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.0989,100,863.76,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.2001,100,924.58,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.3004,100,969.14,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.4006,100,1003.8,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.4942,100,1029.3,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.6006,100,1052.7,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.6992,100,1070.6,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.8026,100,1086,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,0.8992,100,1099.3,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,308.15,1,100,1112.2,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0,100,772.31,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.0989,100,859.83,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.2001,100,920.92,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.3004,100,965.98,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.4006,100,1000.6,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.4942,100,1026.2,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.6006,100,1049.5,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.6992,100,1067.6,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.8026,100,1082.7,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,0.8992,100,1096.1,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,313.15,1,100,1109,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0,100,767.88,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.0989,100,855.9,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.2001,100,917.26,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.3004,100,962.81,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.4006,100,997.6,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.4942,100,1023.2,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.6006,100,1046.5,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.6992,100,1064.4,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.8026,100,1079.7,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,0.8992,100,1093,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
kKloD,318.15,1,100,1105.9,Xing et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
