setid,"Temperature, K","Solvent: MolaLity of 1-cetylpyridinium salicylate, mol/kg","MolaLity of (S)-2-aminopropanoic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HWMgx,298.15,0.005,0,101,997.15,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,298.15,0.005,0.05872,101,998.86,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,298.15,0.005,0.07815,101,999.42,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,298.15,0.005,0.09665,101,999.95,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,298.15,0.005,0.11556,101,1000.48,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,298.15,0.005,0.13626,101,1001.07,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,298.15,0.005,0.15584,101,1001.61,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,298.15,0.005,0.17631,101,1002.18,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,298.15,0.005,0.19769,101,1002.77,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,303.15,0.005,0,101,995.75,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,303.15,0.005,0.07815,101,998,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,303.15,0.005,0.09665,101,998.52,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,303.15,0.005,0.11556,101,999.05,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,303.15,0.005,0.13626,101,999.63,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,303.15,0.005,0.15584,101,1000.17,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,303.15,0.005,0.17631,101,1000.74,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,303.15,0.005,0.19769,101,1001.33,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0,101,994.14,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0.03918,101,995.26,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0.07815,101,996.37,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0.09665,101,996.89,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0.11556,101,997.42,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0.13626,101,998,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0.15584,101,998.55,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0.17631,101,999.12,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
HWMgx,308.15,0.005,0.19769,101,999.72,Yan et al. (2021b),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
