setid,"Temperature, K",Weight fraction of 1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hZuOh,298.15,0.966,100,1057.3,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.173,100,1011.2,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.256,100,1018.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.374,100,1028.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.462,100,1035.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.552,100,1042.9,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.648,100,1050.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.706,100,1055.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.8,100,1063.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.874,100,1063.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.925,100,1059.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,303.15,0.966,100,1053.9,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.173,100,1008.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.256,100,1016.2,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.374,100,1025.9,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.462,100,1032.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.552,100,1040.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.648,100,1048.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.706,100,1053,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.8,100,1059.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.874,100,1059.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.925,100,1056.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,308.15,0.966,100,1050.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.173,100,1004.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.256,100,1012.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.374,100,1022.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.462,100,1029.2,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.552,100,1036.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.648,100,1044.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.706,100,1049.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.8,100,1056.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.874,100,1055.9,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.925,100,1053.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,313.15,0.966,100,1047.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.173,100,1001.3,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.256,100,1008.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.374,100,1018.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.462,100,1026.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.552,100,1033.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.648,100,1041.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.706,100,1046.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.8,100,1052.9,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.874,100,1052.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.925,100,1049.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
hZuOh,318.15,0.966,100,1043.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,ABHaJl,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,,,
