setid,"Temperature, K",Mole fraction of 1-ethyl-1-methylpyrrolidinium glycolate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ObZRj,348.15,0.1293,100,1065.5,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.2024,100,1082.6,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.2905,100,1092.9,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.3464,100,1095.6,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.4258,100,1098.6,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.5357,100,1100.7,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.6086,100,1101.4,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.729,100,1102.1,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.825,100,1102,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,348.15,0.8839,100,1102,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
