setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium dicyanamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
snsjV,323.15,0.1049,101.3,791.18,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,0.156,101.3,793.43,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,0.204,101.3,795.51,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,0.2581,101.3,797.8,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,0.5068,101.3,807.68,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,0.7637,101.3,817.01,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,1.0065,101.3,825.14,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,1.2711,101.3,833.35,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,1.5164,101.3,840.4,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,1.7657,101.3,847.12,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,2.0042,101.3,853.15,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,2.5094,101.3,864.81,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,2.9929,101.3,874.72,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,3.5355,101.3,884.51,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
