setid,"Temperature, K","MolaLity of 1-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mYlwH,283.15,0.01546,101.3,1132.88,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,283.15,0.02522,101.3,1133.23,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,283.15,0.03529,101.3,1133.58,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,283.15,0.04041,101.3,1133.73,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,283.15,0.05163,101.3,1133.94,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,283.15,0.05997,101.3,1134.14,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,283.15,0.0747,101.3,1134.36,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,283.15,0.09991,101.3,1134.61,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.00507,101.3,1128.4,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.01546,101.3,1128.83,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.02522,101.3,1129.1,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.03529,101.3,1129.45,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.04041,101.3,1129.51,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.05163,101.3,1129.76,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.05997,101.3,1129.9,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.0747,101.3,1130.12,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,288.15,0.09991,101.3,1130.29,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.00507,101.3,1124.38,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.01546,101.3,1124.8,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.02522,101.3,1125.08,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.03529,101.3,1125.41,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.04041,101.3,1125.48,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.05163,101.3,1125.7,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.05997,101.3,1125.92,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.0747,101.3,1126.09,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,293.15,0.09991,101.3,1126.39,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.00507,101.3,1120.26,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.01546,101.3,1120.69,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.02522,101.3,1121.03,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.03529,101.3,1121.24,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.04041,101.3,1121.41,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.05163,101.3,1121.73,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.05997,101.3,1121.9,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.0747,101.3,1122.12,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,298.15,0.09991,101.3,1122.5,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.00507,101.3,1116.35,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.01546,101.3,1116.82,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.02522,101.3,1117.15,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.03529,101.3,1117.4,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.04041,101.3,1117.62,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.05163,101.3,1117.9,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.05997,101.3,1118.09,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.0747,101.3,1118.41,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,303.15,0.09991,101.3,1118.92,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.00507,101.3,1112.38,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.01546,101.3,1112.73,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.02522,101.3,1113.16,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.03529,101.3,1113.41,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.04041,101.3,1113.62,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.05163,101.3,1113.9,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.05997,101.3,1114.12,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.0747,101.3,1114.4,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,308.15,0.09991,101.3,1114.91,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.00507,101.3,1108.4,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.01546,101.3,1108.74,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.02522,101.3,1109.11,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.03529,101.3,1109.46,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.04041,101.3,1109.63,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.05163,101.3,1109.92,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.05997,101.3,1110.13,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.0747,101.3,1110.44,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
mYlwH,313.15,0.09991,101.3,1111.03,Vranes et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
