setid,"Temperature, K","MolaLity of 1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fNZOL,298.15,0.25032,100,1029.3,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,298.15,0.29794,100,1034.9,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,298.15,0.3506,100,1040.9,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,298.15,0.40182,100,1046.4,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,298.15,0.45362,100,1051.9,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,303.15,0.05022,100,1002.5,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,303.15,0.10124,100,1009.2,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,303.15,0.19994,100,1021.6,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,303.15,0.25032,100,1027.6,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,303.15,0.29794,100,1033.1,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,303.15,0.3506,100,1039,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,303.15,0.40182,100,1044.5,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,303.15,0.45362,100,1050,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,308.15,0.05022,100,1000.8,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,308.15,0.10124,100,1007.4,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,308.15,0.19994,100,1019.7,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,308.15,0.25032,100,1025.6,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,308.15,0.29794,100,1031.1,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,308.15,0.3506,100,1036.9,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,308.15,0.40182,100,1042.4,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,308.15,0.45362,100,1047.8,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,313.15,0.05022,100,999,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,313.15,0.10124,100,1005.5,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,313.15,0.19994,100,1017.7,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,313.15,0.25032,100,1023.6,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,313.15,0.29794,100,1029,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,313.15,0.3506,100,1034.8,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,313.15,0.40182,100,1040.2,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,313.15,0.45362,100,1045.6,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,318.15,0.05022,100,996.9,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,318.15,0.10124,100,1003.4,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,318.15,0.19994,100,1015.5,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,318.15,0.25032,100,1021.3,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,318.15,0.29794,100,1026.7,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,318.15,0.3506,100,1032.4,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,318.15,0.40182,100,1037.8,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,318.15,0.45362,100,1043.1,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,323.15,0.05022,100,994.7,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,323.15,0.10124,100,1001.1,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,323.15,0.19994,100,1013,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,323.15,0.25032,100,1018.8,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,323.15,0.29794,100,1024,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,323.15,0.3506,100,1029.6,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,323.15,0.40182,100,1034.9,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,323.15,0.45362,100,1040,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,328.15,0.05022,100,992.3,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,328.15,0.10124,100,998.7,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,328.15,0.19994,100,1010.5,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,328.15,0.25032,100,1016.2,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,328.15,0.29794,100,1021.4,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,328.15,0.3506,100,1027,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,328.15,0.40182,100,1032.2,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
fNZOL,328.15,0.45362,100,1037.3,Singh and Gardas (2018),Density,Liquid,ABdqfz,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
