setid,"Temperature, K","MolaLity of 3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride, mol/kg","Solvent: MolaLity of 1-ethyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SsKOb,288.15,0.05052,0.01,100,1000.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.05097,0.07,100,1001.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.07002,0.07,100,1002,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.07095,0.01,100,1001.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.0713,0.04,100,1001.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.09102,0.04,100,1002.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.09125,0.07,100,1002.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.09193,0.01,100,1001.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.11106,0.01,100,1002.4,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.1115,0.07,100,1003.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.11198,0.04,100,1002.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.13052,0.07,100,1003.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.13094,0.01,100,1003,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.13145,0.04,100,1003.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.1509,0.07,100,1004.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.15206,0.01,100,1003.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.15236,0.04,100,1003.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.16995,0.07,100,1004.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.17182,0.04,100,1004.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.1725,0.01,100,1004.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.19203,0.07,100,1005.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.19276,0.01,100,1004.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,288.15,0.19295,0.04,100,1004.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0,0.01,100,996.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0,0.04,100,997.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0,0.07,100,997.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.011,0.01,100,997.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.01197,0.04,100,997.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.01205,0.07,100,998.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.02998,0.01,100,997.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.03072,0.07,100,998.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.03115,0.04,100,998.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.05004,0.04,100,998.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.05052,0.01,100,998.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.05097,0.07,100,999.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.07002,0.07,100,999.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.07095,0.01,100,999.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.0713,0.04,100,999.4,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.09102,0.04,100,999.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.09125,0.07,100,1000.4,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.09193,0.01,100,999.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.11106,0.01,100,1000.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.1115,0.07,100,1000.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.11198,0.04,100,1000.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.13052,0.07,100,1001.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.13094,0.01,100,1000.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.13145,0.04,100,1001,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.1509,0.07,100,1001.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.15206,0.01,100,1001.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.15236,0.04,100,1001.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.16995,0.07,100,1002.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
SsKOb,298.15,0.17182,0.04,100,1001.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,AADYJk,O,water
