setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Solvent: MolaLity of L-glutamine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BIQrc,303.15,0.021,0.05,101,998.807,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.021,0.1,101,1001.27,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.024,0.01,101,996.72,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.024,0.05,101,998.855,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.024,0.1,101,1001.31,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.027,0.01,101,996.753,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.027,0.05,101,998.895,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.027,0.1,101,1001.35,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.03,0.01,101,996.803,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.03,0.05,101,998.926,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,303.15,0.03,0.1,101,1001.38,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0,0.01,101,994.681,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0,0.05,101,996.804,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0,0.1,101,999.234,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.003,0.01,101,994.726,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.003,0.05,101,996.868,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.003,0.1,101,999.295,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.006,0.01,101,994.781,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.006,0.05,101,996.923,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.006,0.1,101,999.361,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.009,0.01,101,994.838,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.009,0.05,101,996.972,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.009,0.1,101,999.412,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.012,0.01,101,994.888,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.012,0.05,101,997.025,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.012,0.1,101,999.461,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.015,0.01,101,994.94,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.015,0.05,101,997.081,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.015,0.1,101,999.515,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.018,0.01,101,994.981,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.018,0.05,101,997.121,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.018,0.1,101,999.556,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.021,0.01,101,995.022,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.021,0.05,101,997.158,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.021,0.1,101,999.585,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.024,0.01,101,995.065,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.024,0.05,101,997.186,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.024,0.1,101,999.625,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.027,0.01,101,995.099,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.027,0.05,101,997.225,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.027,0.1,101,999.659,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.03,0.01,101,995.146,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.03,0.05,101,997.254,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,308.15,0.03,0.1,101,999.693,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0,0.01,101,992.897,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0,0.05,101,994.964,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0,0.1,101,997.382,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.003,0.01,101,992.938,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.003,0.05,101,995.024,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.003,0.1,101,997.422,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.006,0.01,101,992.955,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.006,0.05,101,995.076,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.006,0.1,101,997.489,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.009,0.01,101,993.002,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.009,0.05,101,995.131,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.009,0.1,101,997.546,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.012,0.01,101,993.051,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.012,0.05,101,995.172,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.012,0.1,101,997.589,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.015,0.01,101,993.099,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.015,0.05,101,995.231,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.015,0.1,101,997.641,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.018,0.01,101,993.137,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.018,0.05,101,995.257,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.018,0.1,101,997.684,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.021,0.01,101,993.178,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.021,0.05,101,995.288,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.021,0.1,101,997.721,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.024,0.01,101,993.22,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.024,0.05,101,995.324,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.024,0.1,101,997.755,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.027,0.01,101,993.256,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.027,0.05,101,995.352,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.027,0.1,101,997.779,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.03,0.01,101,993.291,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.03,0.05,101,995.387,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,313.15,0.03,0.1,101,997.804,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
