setid,"Temperature, K",Mole fraction of triethylammonium dihydrogen phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MZXgw,303.15,0.0228,101,1094.83,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.0457,101,1097.02,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.0728,101,1099.52,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.1172,101,1103.71,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.1658,101,1107.65,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.2384,101,1113.33,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.2945,101,1117.03,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.3613,101,1121.11,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.4112,101,1123.65,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.4859,101,1126.81,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.5506,101,1128.89,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.6122,101,1130.26,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.6728,101,1131.05,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.7404,101,1131.26,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.8037,101,1130.5,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.8705,101,1129.45,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.9493,101,1126.9,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,0.9758,101,1125.81,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,303.15,1,101,1124.68,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0,101,1086.06,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.0228,101,1088.84,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.0457,101,1091.51,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.0728,101,1094.26,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.1172,101,1098.89,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.1658,101,1103.57,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.2384,101,1109.78,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.2945,101,1113.93,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.3613,101,1118.16,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.4112,101,1120.9,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.4859,101,1124.47,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.5506,101,1126.79,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.6122,101,1128.4,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.6728,101,1129.48,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.7404,101,1129.94,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.8037,101,1129.56,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.8705,101,1128.49,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.9493,101,1125.98,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,0.9758,101,1124.88,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
MZXgw,308.15,1,101,1123.71,Govinda et al. (2013b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate,,,
