setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qAXAZ,288.15,0.1999,101,1031,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,0.3003,101,1091.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,0.3997,101,1135.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,0.5007,101,1168.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,0.6009,101,1194.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,0.7979,101,1232.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,0.8502,101,1240.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,0.9027,101,1247.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,0.9506,101,1253.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,288.15,1,101,1259.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0,101,785.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.0502,101,869.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.1001,101,932.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.1512,101,984,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.1999,101,1023,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.3003,101,1083.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.3997,101,1127.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.5007,101,1161.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.6009,101,1187.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.7979,101,1225.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.8502,101,1233.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.9027,101,1240.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,0.9506,101,1246.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,298.15,1,101,1252.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0,101,776.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.0502,101,861.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.1001,101,924.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.1512,101,975.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.1999,101,1014.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.3003,101,1076,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.3997,101,1119.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.5007,101,1153.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.6009,101,1179.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.7979,101,1217.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.8502,101,1225.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.9027,101,1233,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,0.9506,101,1239.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,308.15,1,101,1245,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0,101,767.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.0502,101,852.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.1001,101,916.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.1512,101,967.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.1999,101,1006.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.3003,101,1068.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.3997,101,1112.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.5007,101,1146.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.6009,101,1172.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.7979,101,1210.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.8502,101,1218.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.9027,101,1225.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,0.9506,101,1232,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,318.15,1,101,1237.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0,101,758.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.0502,101,844.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.1001,101,907.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.1512,101,959.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.1999,101,998.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.3003,101,1060.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.3997,101,1104.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.5007,101,1138.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.6009,101,1165,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.7979,101,1203.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.8502,101,1211.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.9027,101,1218.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,0.9506,101,1224.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
qAXAZ,328.15,1,101,1230.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
