setid,Mole fraction of 1-(2-hydroxyethyl)pyridinium tricyanomethanide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UaqqK,0.7041,323.15,101,1142.7,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,328.15,101,1139.2,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,333.15,101,1135.7,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,338.15,101,1132.2,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,343.15,101,1128.8,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,348.15,101,1125.3,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,293.15,101,1167.3,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,298.15,101,1163.8,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,303.15,101,1160.2,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,308.15,101,1156.7,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,313.15,101,1153.2,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,318.15,101,1149.7,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,323.15,101,1146.3,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,328.15,101,1142.8,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,333.15,101,1139.4,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,338.15,101,1136,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,343.15,101,1132.6,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.8044,348.15,101,1129.2,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,293.15,101,1170,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,298.15,101,1166.5,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,303.15,101,1163,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,308.15,101,1159.6,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,313.15,101,1156.1,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,318.15,101,1152.7,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,323.15,101,1149.2,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,328.15,101,1145.9,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,333.15,101,1142.5,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,338.15,101,1139.1,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,343.15,101,1135.8,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.901,348.15,101,1132.4,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,293.15,101,1173.9,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,298.15,101,1170.4,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,303.15,101,1167,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,308.15,101,1163.5,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,313.15,101,1160.1,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,318.15,101,1156.8,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,323.15,101,1153.4,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,328.15,101,1150,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,333.15,101,1146.7,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,338.15,101,1143.4,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,343.15,101,1140.1,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,1,348.15,101,1136.8,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
