setid,"Temperature, K","MolaLity of N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cRrRW,318.15,0.00909,100,990.609,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.01002,100,990.649,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.01109,100,990.695,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.01202,100,990.735,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.01306,100,990.78,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.01414,100,990.825,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.01505,100,990.862,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.01609,100,990.9,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.01815,100,990.98,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.02008,100,991.051,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.02518,100,991.242,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.03023,100,991.431,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.03525,100,991.62,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.04028,100,991.807,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.04512,100,991.991,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.05025,100,992.184,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
