setid,"Temperature, K","Mole fraction of 1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bpmoN,298.15,0.1633,101,1195.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,298.15,0.2269,101,1225.5,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,298.15,0.3131,101,1255.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,298.15,0.4385,101,1287.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,298.15,0.6368,101,1319.3,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,298.15,0.7472,101,1332.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,298.15,1,101,1353.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0,101,1056.72,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.0466,101,1107.71,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.0774,101,1134.13,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.1154,101,1161.8,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.1633,101,1190.5,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.2269,101,1220.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.3131,101,1250.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.4385,101,1282.3,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.6368,101,1314.7,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,0.7472,101,1327.7,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,303.15,1,101,1348.7,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0,101,1050.07,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.0466,101,1101.52,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.0774,101,1128.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.1154,101,1156.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.1633,101,1185,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.2269,101,1214.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.3131,101,1245.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.4385,101,1277.5,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.6368,101,1310.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,0.7472,101,1323.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,308.15,1,101,1344.3,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0,101,1043.39,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.0466,101,1096.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.0774,101,1123,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.1154,101,1151.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.1633,101,1180.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.2269,101,1210.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.3131,101,1241.3,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.4385,101,1272.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.6368,101,1305.7,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,0.7472,101,1318.6,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,313.15,1,101,1339.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0,101,1036.69,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.0466,101,1089.11,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.0774,101,1116.3,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.1154,101,1144.6,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.1633,101,1174.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.2269,101,1204.5,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.3131,101,1235.8,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.4385,101,1267.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.6368,101,1300.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,0.7472,101,1314.1,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,318.15,1,101,1335.5,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0,101,1029.94,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.0466,101,1082.85,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.0774,101,1110.32,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.1154,101,1138.9,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.1633,101,1168.7,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.2269,101,1199.2,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.3131,101,1230.7,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.4385,101,1263,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.6368,101,1296.3,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
bpmoN,323.15,0.7472,101,1309.5,Ren et al. (2011c),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABkmDU,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
