setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DzzKD,298.15,0.7374,84.5,1006.1,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,308.15,0.0344,84.5,994.4,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,308.15,0.0526,84.5,994.6,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,308.15,0.0926,84.5,995.1,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,308.15,0.1181,84.5,995.4,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,308.15,0.1806,84.5,996.1,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,308.15,0.2371,84.5,996.8,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,308.15,0.479,84.5,999.5,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,308.15,0.7374,84.5,1002.4,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,318.15,0.0344,84.5,990.6,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,318.15,0.0526,84.5,990.8,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,318.15,0.0926,84.5,991.2,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,318.15,0.1181,84.5,991.5,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,318.15,0.1806,84.5,992.2,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,318.15,0.2371,84.5,992.8,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,318.15,0.479,84.5,995.4,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
DzzKD,318.15,0.7374,84.5,998.1,Noshadi and Sadeghi (2017a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
