setid,"Temperature, K",Mole fraction of 4-ethyl-4-methylmorpholinium diethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GodKs,298.15,0.1198,100,930,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.1603,100,961,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.2018,100,986,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.3003,100,1033,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.4018,100,1068,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.4998,100,1092,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.6009,100,1112,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.7005,100,1127,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.7996,100,1140,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,0.901,100,1150,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,298.15,1,100,1159,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0,100,781,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.0198,100,814,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.0405,100,843,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.0798,100,889,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.0996,100,909,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.1198,100,926,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.1603,100,957,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.2018,100,983,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.3003,100,1030,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.4018,100,1064,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.4998,100,1088,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.6009,100,1108,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.7005,100,1124,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.7996,100,1136,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,0.901,100,1147,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,303.15,1,100,1156,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0,100,777,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.0198,100,809,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.0405,100,839,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.0798,100,885,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.0996,100,905,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.1198,100,922,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.1603,100,953,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.2018,100,979,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.3003,100,1026,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.4018,100,1060,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.4998,100,1085,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.6009,100,1105,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.7005,100,1120,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.7996,100,1133,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,0.901,100,1144,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,308.15,1,100,1152,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0,100,772,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.0198,100,805,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.0405,100,835,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.0798,100,881,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.0996,100,901,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.1198,100,918,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.1603,100,950,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.2018,100,975,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.3003,100,1022,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.4018,100,1057,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.4998,100,1081,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.6009,100,1101,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.7005,100,1117,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.7996,100,1130,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,0.901,100,1140,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,313.15,1,100,1149,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0,100,768,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.0198,100,801,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.0405,100,830,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.0798,100,877,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.0996,100,897,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.1198,100,914,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.1603,100,946,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.2018,100,972,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.3003,100,1019,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.4018,100,1053,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.4998,100,1078,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.6009,100,1098,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.7005,100,1114,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.7996,100,1127,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,0.901,100,1137,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,318.15,1,100,1146,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0,100,763,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.0198,100,796,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.0405,100,826,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.0798,100,873,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.0996,100,893,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.1198,100,910,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.1603,100,942,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.2018,100,968,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.3003,100,1015,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.4018,100,1050,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,323.15,0.4998,100,1074,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
