setid,Mole fraction of choline bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QnnQz,0.0929,318.15,100,1078.6,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.0929,323.15,100,1075.3,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.0929,328.15,100,1072,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.0929,333.15,100,1068.6,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.0929,338.15,100,1065.2,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.0929,343.15,100,1061.9,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.0929,348.15,100,1058.5,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.0929,353.15,100,1055.1,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,313.15,100,1187.1,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,318.15,100,1183.4,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,323.15,100,1179.7,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,328.15,100,1176,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,333.15,100,1172.2,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,338.15,100,1168.5,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,343.15,100,1164.8,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,348.15,100,1161,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.2142,353.15,100,1157.2,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,313.15,100,1254.8,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,318.15,100,1250.9,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,323.15,100,1246.9,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,328.15,100,1243,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,333.15,100,1239,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,338.15,100,1235.1,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,343.15,100,1231.1,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,348.15,100,1227.1,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.3153,353.15,100,1223.2,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,313.15,100,1347.9,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,318.15,100,1343.7,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,323.15,100,1339.4,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,328.15,100,1335.2,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,333.15,100,1331,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,338.15,100,1326.8,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,343.15,100,1322.5,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,348.15,100,1318.3,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.4913,353.15,100,1314.2,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,313.15,100,1388,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,318.15,100,1384,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,323.15,100,1380,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,328.15,100,1375,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,333.15,100,1371,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,338.15,100,1367,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,343.15,100,1362,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,348.15,100,1358,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.5855,353.15,100,1354,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,313.15,100,1457,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,318.15,100,1452,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,323.15,100,1448,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,328.15,100,1444,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,333.15,100,1439,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,338.15,100,1435,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,343.15,100,1430,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,348.15,100,1426,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.7851,353.15,100,1421,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,313.15,100,1480,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,318.15,100,1475,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,323.15,100,1471,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,328.15,100,1466,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,333.15,100,1462,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,338.15,100,1457,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,343.15,100,1453,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,348.15,100,1449,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,0.8649,353.15,100,1444,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,313.15,100,1514,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,318.15,100,1510,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,323.15,100,1505,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,328.15,100,1501,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,333.15,100,1496,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,338.15,100,1492,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,343.15,100,1487,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,348.15,100,1482,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
QnnQz,1,353.15,100,1478,Domanska et al. (2014e),Density,Liquid,AAUBbF,OCCCCCO,"1,5-pentanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
