setid,"Temperature, K",Mole fraction of 1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nQmNq,293.15,0.4001,100,1020.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,293.15,0.5001,100,1049,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,293.15,0.5719,100,1065.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,293.15,0.701,100,1091.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,293.15,0.7997,100,1108.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,293.15,0.8987,100,1123.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,293.15,1,100,1136.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0,100,799.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.1001,100,877.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.2,100,936.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.3001,100,981.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.4001,100,1016.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.5001,100,1045.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.5719,100,1062,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.701,100,1088.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.7997,100,1105.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,0.8987,100,1119.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,298.15,1,100,1133,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0,100,795.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.1001,100,873.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.2,100,932.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.3001,100,978,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.4001,100,1013.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.5001,100,1042.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.5719,100,1058.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.701,100,1085.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.7997,100,1102.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,0.8987,100,1116.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,303.15,1,100,1129.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0,100,791.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.1001,100,869.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.2,100,929,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.3001,100,974.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.4001,100,1009.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.5001,100,1038.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.5719,100,1055.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.701,100,1082,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.7997,100,1098.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,0.8987,100,1113.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,308.15,1,100,1126.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0,100,787.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.1001,100,865.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.2,100,925.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.3001,100,971,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.4001,100,1006.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.5001,100,1035.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.5719,100,1051.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.701,100,1078.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.7997,100,1095.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,0.8987,100,1110.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,313.15,1,100,1123.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0,100,783.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.1001,100,861.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.2,100,921.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.3001,100,967.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.4001,100,1002.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.5001,100,1031.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.5719,100,1048.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.701,100,1075.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.7997,100,1092.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,0.8987,100,1106.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
nQmNq,318.15,1,100,1120.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
