setid,"Temperature, K",Mole fraction of 1-methyl-1-propylpyrrolidinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fJpRC,303.15,0.2138,101,1213.89,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,303.15,0.2382,101,1222.51,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,303.15,0.27,101,1232.42,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,303.15,0.3143,101,1242.02,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,303.15,0.3535,101,1248.57,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,303.15,1,101,1255.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0,101,994.01,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.0315,101,1056.5,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.0664,101,1106.34,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.0983,101,1141.38,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.1376,101,1171.66,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.1685,101,1190.01,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.2138,101,1210.41,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.2382,101,1219.05,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.27,101,1228.99,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.3143,101,1238.64,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,0.3535,101,1245.24,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,308.15,1,101,1251.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0,101,992.15,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.0315,101,1054.11,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.0664,101,1103.44,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.0983,101,1138.15,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.1376,101,1168.23,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.1685,101,1186.52,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.2138,101,1206.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.2382,101,1215.56,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.27,101,1225.54,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.3143,101,1235.25,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,0.3535,101,1241.91,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,313.15,1,101,1247.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0,101,990.14,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.0315,101,1051.58,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.0664,101,1100.44,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.0983,101,1134.88,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.1376,101,1164.78,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.1685,101,1183,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.2138,101,1203.37,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.2382,101,1212.05,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.27,101,1222.08,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.3143,101,1231.85,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,0.3535,101,1238.59,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,318.15,1,101,1243.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0,101,987.93,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.0315,101,1048.87,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.0664,101,1097.37,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.0983,101,1131.54,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.1376,101,1161.28,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.1685,101,1179.46,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.2138,101,1199.83,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.2382,101,1208.53,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.27,101,1218.61,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.3143,101,1228.44,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,0.3535,101,1235.27,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,323.15,1,101,1240,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0,101,985.61,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.0315,101,1045.65,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.0664,101,1094.2,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.0983,101,1128.16,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.1376,101,1157.76,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.1685,101,1175.88,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.2138,101,1196.26,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.2382,101,1205,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.27,101,1215.12,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.3143,101,1225.02,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,0.3535,101,1231.95,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,328.15,1,101,1236.1,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0,101,983.17,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.0315,101,1041.46,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.0664,101,1090.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.0983,101,1124.72,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.1376,101,1154.2,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.1685,101,1172.28,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.2138,101,1192.68,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.2382,101,1201.44,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.27,101,1211.61,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.3143,101,1221.59,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,0.3535,101,1228.68,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,333.15,1,101,1232.2,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0,101,980.3,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.0315,101,1036.23,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.0664,101,1087.31,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.0983,101,1121.23,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.1376,101,1150.6,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.1685,101,1168.66,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.2138,101,1189.07,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.2382,101,1197.87,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.27,101,1208.09,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.3143,101,1218.14,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,0.3535,101,1225.35,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,338.15,1,101,1228.3,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0,101,978.1,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.0315,101,1030.46,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.0664,101,1083.03,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.0983,101,1117.67,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.1376,101,1146.98,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.1685,101,1165.01,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.2138,101,1185.45,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.2382,101,1194.28,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.27,101,1204.56,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.3143,101,1214.68,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,0.3535,101,1221.99,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
fJpRC,343.15,1,101,1224.5,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAoBHs,CCC[N+]1(C)CCCC1.[Br-],1-methyl-1-propylpyrrolidinium bromide,,,
