setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dcbZW,288.15,1,101,1105.2,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0,101,780.84,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.1,101,845.22,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.2,101,894.12,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.3,101,934.95,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.4,101,969.7,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.5,101,999.47,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.5998,101,1025.12,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.7,101,1047.51,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.7993,101,1066.77,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,0.9,101,1084,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,298.15,1,101,1099,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0,101,772.23,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.1,101,837.68,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.2,101,887.04,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.3,101,928.14,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.4,101,963.07,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.5,101,992.98,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.5998,101,1018.74,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.7,101,1041.21,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.7993,101,1060.56,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,0.9,101,1077.9,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,308.15,1,101,1092.9,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0,101,763.27,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.1,101,829.99,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.2,101,879.94,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.3,101,921.35,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.4,101,956.47,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.5,101,986.52,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.5998,101,1012.39,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.7,101,1034.96,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.7993,101,1054.38,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,0.9,101,1071.8,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,318.15,1,101,1086.9,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0,101,753.89,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.1,101,822.14,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.2,101,872.8,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.3,101,914.57,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.4,101,949.91,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.5,101,980.11,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.5998,101,1006.1,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.7,101,1028.76,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.7993,101,1048.25,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,0.9,101,1065.7,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,328.15,1,101,1080.8,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0,101,744.02,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.1,101,814.08,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.2,101,865.6,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.3,101,907.78,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.4,101,943.37,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.5,101,973.74,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.5998,101,999.84,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.7,101,1022.6,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.7993,101,1042.17,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,0.9,101,1059.7,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
dcbZW,338.15,1,101,1074.8,Castro et al. (2016a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
