setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium thiocyanate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FaKCK,298.15,0.0218,86,1198.59,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,298.15,0.0235,86,1198.55,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,298.15,0.0272,86,1198.47,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,298.15,0.0289,86,1198.44,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,298.15,0.0331,86,1198.35,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0,86,1188.43,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0.0129,86,1188.17,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0.0165,86,1188.1,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0.0192,86,1188.05,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0.0218,86,1187.99,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0.0235,86,1187.96,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0.0272,86,1187.88,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0.0289,86,1187.85,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,308.15,0.0331,86,1187.76,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0,86,1177.84,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0.0129,86,1177.6,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0.0165,86,1177.53,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0.0192,86,1177.47,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0.0218,86,1177.42,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0.0235,86,1177.39,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0.0272,86,1177.32,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0.0289,86,1177.29,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
FaKCK,318.15,0.0331,86,1177.21,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
