setid,"Temperature, K","Pressure, kPa","MolaLity of 1-ethyl-3-methylimidazolium ethyl sulfate, mol/kg",Solvent: Mole fraction of choline chloride,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wvlTu,308.15,87.1,0.0413,0.333,1182,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,308.15,87.1,0.0745,0.333,1182,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,308.15,87.1,0.1002,0.333,1182,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,308.15,87.1,0.1241,0.333,1183,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,308.15,87.1,0.1695,0.333,1183,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,308.15,87.1,0.2118,0.333,1183,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,313.15,87.1,0,0.333,1178,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,313.15,87.1,0.0413,0.333,1179,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,313.15,87.1,0.0745,0.333,1180,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,313.15,87.1,0.1002,0.333,1180,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,313.15,87.1,0.1241,0.333,1180,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,313.15,87.1,0.1695,0.333,1180,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,313.15,87.1,0.2118,0.333,1180,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,318.15,87.1,0,0.333,1175,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,318.15,87.1,0.0413,0.333,1177,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,318.15,87.1,0.0745,0.333,1177,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,318.15,87.1,0.1002,0.333,1177,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,318.15,87.1,0.1241,0.333,1177,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,318.15,87.1,0.1695,0.333,1177,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
wvlTu,318.15,87.1,0.2118,0.333,1178,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AARkmK,OCC(O)CO,glycerol
