setid,"Temperature, K",Mole fraction of 1-methyl-3-pentyl-imidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
raqCZ,298.15,0.3086,101,1146.31,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,298.15,0.4154,101,1153.05,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,298.15,0.5063,101,1157.88,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,298.15,0.6273,101,1162.86,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,298.15,0.7138,101,1166.1,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,298.15,0.7982,101,1169.1,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,298.15,0.8985,101,1172.6,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.0549,101,1116.63,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.1148,101,1124.81,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.2053,101,1134.22,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.3086,101,1142.5,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.4154,101,1149.27,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.5063,101,1154.21,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.6273,101,1159.19,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.7138,101,1162.48,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.7982,101,1165.5,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,303.15,0.8985,101,1169.1,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.0549,101,1113,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.1148,101,1121.09,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.2053,101,1130.44,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.3086,101,1138.71,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.4154,101,1145.51,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.5063,101,1150.46,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.6273,101,1155.52,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.7138,101,1158.87,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.7982,101,1161.91,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,308.15,0.8985,101,1165.6,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.0549,101,1109.35,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.1148,101,1117.37,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.2053,101,1126.66,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.3086,101,1134.93,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.4154,101,1141.76,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.5063,101,1146.71,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.6273,101,1151.88,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.7138,101,1155.26,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.7982,101,1158.35,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,313.15,0.8985,101,1162,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.0549,101,1105.67,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.1148,101,1113.63,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.2053,101,1122.88,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.3086,101,1131.15,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.4154,101,1138.02,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.5063,101,1142.8,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.6273,101,1148.22,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.7138,101,1151.65,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.7982,101,1154.78,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
raqCZ,318.15,0.8985,101,1158.4,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuISn,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-pentyl-imidazolium tetrafluoroborate,,,
