setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iGxwv,318.15,0.1495,100,1292.5,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.2,100,1345.56,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.2968,100,1417.78,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.415,100,1476.01,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.4958,100,1505.15,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.5497,100,1521.06,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.6043,100,1535.17,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.6816,100,1552.44,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.8148,100,1576.38,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.9028,100,1589.36,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.0177,100,1035.4,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.0496,100,1120.8,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.0664,100,1157.4,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.1003,100,1218.8,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.1495,100,1287,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.2,100,1339.77,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.2968,100,1411.84,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.415,100,1470.04,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.4958,100,1499.2,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.5497,100,1515.13,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.6043,100,1529.19,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.6816,100,1546.55,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.8148,100,1570.42,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,323.15,0.9028,100,1583.43,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
