setid,"MolaLity of D-xylose, mol/kg","Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bTuUn,0.0692,0.3998,298.15,101,1016.6,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0703,0.3027,298.15,101,1013,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0704,0.2035,298.15,101,1009.13,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0706,0.1025,298.15,101,1005.07,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0795,0.2035,298.15,101,1009.63,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0801,0.1025,298.15,101,1005.59,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0807,0.3027,298.15,101,1013.56,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0809,0.3998,298.15,101,1017.24,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0882,0.3998,298.15,101,1017.65,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0888,0.3027,298.15,101,1014.01,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.0893,0.2035,298.15,101,1010.16,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
bTuUn,0.09,0.1025,298.15,101,1006.14,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
