setid,"Temperature, K",Mole fraction of 2-aminoethan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NCHby,288.15,1,101,1019.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0,101,1371.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.1185,101,1357.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.2113,101,1344.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.3052,101,1328.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.4282,101,1305,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.4918,101,1290.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.6161,101,1256.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.6984,101,1227,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.8022,101,1178.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,0.9028,101,1111.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,293.15,1,101,1015.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0,101,1367.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.1185,101,1352.8,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.2113,101,1339.9,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.3052,101,1324.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.4282,101,1300.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.4918,101,1286.3,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.6161,101,1252,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.6984,101,1222.8,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.8022,101,1174.3,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,0.9028,101,1107.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,298.15,1,101,1012,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0,101,1363.3,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.1185,101,1348.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.2113,101,1335.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.3052,101,1320,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.4282,101,1296.5,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.4918,101,1282.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.6161,101,1247.8,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.6984,101,1218.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.8022,101,1170.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,0.9028,101,1103.5,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,303.15,1,101,1008.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0,101,1359.5,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.1185,101,1344.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.2113,101,1331.9,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.3052,101,1316.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.4282,101,1292.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.4918,101,1278.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.6161,101,1244.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.6984,101,1215,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.8022,101,1166.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,0.9028,101,1100.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,308.15,1,101,1005.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0,101,1354.9,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.1185,101,1340.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.2113,101,1327.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.3052,101,1311.5,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.4282,101,1288.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.4918,101,1273.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.6161,101,1239.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.6984,101,1210.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.8022,101,1162.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,0.9028,101,1095.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,313.15,1,101,1001,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0,101,1351,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.1185,101,1336.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.2113,101,1323.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.3052,101,1307.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.4282,101,1284,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.4918,101,1269.6,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.6161,101,1235.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.6984,101,1206.2,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.8022,101,1157.9,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,0.9028,101,1091.3,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,318.15,1,101,996.9,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0,101,1347.3,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.1185,101,1332.3,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.2113,101,1319.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.3052,101,1303.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.4282,101,1280.4,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.4918,101,1266,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.6161,101,1231.9,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.6984,101,1202.7,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.8022,101,1154.5,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,0.9028,101,1088.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NCHby,323.15,1,101,994.1,Geng et al. (2008a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
