setid,"Temperature, K",Mole fraction of methanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dTCaE,298.15,0.9436,101,850.42,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,298.15,0.9803,101,813.47,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,298.15,1,101,786.6,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0,101,1000.2,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.0565,101,998.3,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.1686,101,993.7,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.2638,101,988.9,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.3525,101,983.2,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.4395,101,976.5,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.5589,101,964.1,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.7536,101,929.2,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.8231,101,907.5,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.8713,101,886.32,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.8813,101,881,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.9236,101,854.44,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.9436,101,838.16,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,0.9803,101,800.13,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,313.15,1,101,772.4,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0,101,991.7,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.0565,101,989.7,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.1686,101,985,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.2638,101,980.2,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.3525,101,974.5,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.4395,101,967.5,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.5589,101,954.9,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.7536,101,919.2,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.8231,101,896.97,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.8713,101,875.26,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.8813,101,869.8,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.9236,101,842.52,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.9436,101,825.78,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,0.9803,101,786.6,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
dTCaE,328.15,1,101,757.9,Gonzalez et al. (2006),Density,Liquid,AAGIBL,CO,methanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
