setid,"Temperature, K","MolaLity of tributyl(ethyl)phosphonium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aVxkq,293.15,0.999,100,836.762,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0,100,776.919,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.0995,100,783.673,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.2009,100,790.192,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.2968,100,796.06,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.3964,100,801.863,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.4967,100,807.458,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.5882,100,812.332,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.6997,100,817.962,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.7977,100,822.763,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.888,100,826.982,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,298.15,0.999,100,831.866,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0,100,771.494,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.0995,100,778.312,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.2009,100,784.898,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.2968,100,790.818,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.3964,100,796.683,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.4967,100,802.322,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.5882,100,807.238,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.6997,100,812.924,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.7977,100,817.771,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.888,100,822.028,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,303.15,0.999,100,826.96,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0,100,766.044,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.0995,100,772.925,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.2009,100,779.573,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.2968,100,785.552,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.3964,100,791.47,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.4967,100,797.153,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.5882,100,802.107,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.6997,100,807.859,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.7977,100,812.752,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.888,100,817.05,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,308.15,0.999,100,822.028,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0,100,760.554,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.0995,100,767.498,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.2009,100,774.208,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.2968,100,780.239,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.3964,100,786.214,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.4967,100,791.96,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.5882,100,796.96,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.6997,100,802.773,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.7977,100,807.713,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.888,100,812.049,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,313.15,0.999,100,817.071,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0,100,755.025,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.0995,100,762.029,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.2009,100,768.801,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.2968,100,774.892,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.3964,100,780.925,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.4967,100,786.733,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.5882,100,791.78,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.6997,100,797.664,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.7977,100,802.636,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.888,100,807.025,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,318.15,0.999,100,812.093,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0,100,749.462,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.0995,100,756.529,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.2009,100,763.36,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.2968,100,769.508,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.3964,100,775.602,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.4967,100,781.468,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.5882,100,786.568,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.6997,100,792.532,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.7977,100,797.538,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.888,100,801.98,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aVxkq,323.15,0.999,100,807.093,Xu et al. (2021a),Density,Liquid,ABJJwe,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,tributyl(ethyl)phosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
