setid,"MolaLity of 1,2-bis(dimethyldodecylammonium)ethane dibromide, mol/kg","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fuYKc,0,0,102,298.15,997.042,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.00525,102,298.15,997.226,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.00574,102,298.15,997.243,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.00615,102,298.15,997.258,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.007,102,298.15,997.288,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.00733,102,298.15,997.299,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.00816,102,298.15,997.329,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.00869,102,298.15,997.347,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.0092,102,298.15,997.365,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01006,102,298.15,997.396,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01063,102,298.15,997.412,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01124,102,298.15,997.43,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01196,102,298.15,997.451,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01274,102,298.15,997.474,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01356,102,298.15,997.498,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01464,102,298.15,997.529,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01526,102,298.15,997.545,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01629,102,298.15,997.575,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0,0.01707,102,298.15,997.595,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000113,0.001017,102,298.15,997.089,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000141,0.001269,102,298.15,997.101,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000159,0.000371,102,298.15,997.069,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000163,0.001467,102,298.15,997.11,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000178,0.001602,102,298.15,997.117,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000195,0.001755,102,298.15,997.124,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000206,0.000824,102,298.15,997.091,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00021,0.00189,102,298.15,997.13,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000213,0.000497,102,298.15,997.079,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00024,0.00024,102,298.15,997.071,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00024,0.00216,102,298.15,997.143,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000252,0.000588,102,298.15,997.086,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000254,0.001016,102,298.15,997.103,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000274,0.001096,102,298.15,997.107,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000286,0.001144,102,298.15,997.11,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000289,0.002601,102,298.15,997.162,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.0003,0.0007,102,298.15,997.095,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000315,0.000135,102,298.15,997.073,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000316,0.001264,102,298.15,997.118,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000325,0.000325,102,298.15,997.082,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000333,0.000777,102,298.15,997.101,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000336,0.003024,102,298.15,997.182,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00034,0.00136,102,298.15,997.124,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000354,0.000236,102,298.15,997.08,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000354,0.001416,102,298.15,997.128,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000366,0.003294,102,298.15,997.192,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000375,0.000875,102,298.15,997.109,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000376,0.000564,102,298.15,997.096,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000378,0.000162,102,298.15,997.079,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00038,0.00038,102,298.15,997.089,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000386,0.003474,102,298.15,997.2,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00039,0.00026,102,298.15,997.084,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000405,0.000405,102,298.15,997.092,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000406,0.001624,102,298.15,997.141,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00042,0.00063,102,298.15,997.102,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000423,4.7e-05,102,298.15,997.08,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000423,0.000987,102,298.15,997.118,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000424,0.001696,102,298.15,997.144,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
