setid,"MolaLity of 1,2-bis(dimethyldodecylammonium)ethane dibromide, mol/kg","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fuYKc,0.00095,0,102,298.15,997.117,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000963,0.000107,102,298.15,997.129,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000976,0.000244,102,298.15,997.132,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00099,0.00066,102,298.15,997.147,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000996,0.003984,102,298.15,997.254,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001008,0.002352,102,298.15,997.201,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001011,0.009099,102,298.15,997.416,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00104,0,102,298.15,997.124,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001056,0.000264,102,298.15,997.139,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001062,0.000708,102,298.15,997.152,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001064,0.001596,102,298.15,997.18,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00107,0,102,298.15,997.126,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001092,0.000468,102,298.15,997.144,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.0011,0.0011,102,298.15,997.167,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001107,0.000123,102,298.15,997.14,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001176,0.002744,102,298.15,997.225,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00119,0,102,298.15,997.136,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.0012,0.0003,102,298.15,997.151,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001236,0.000824,102,298.15,997.168,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001248,0.011232,102,298.15,997.5,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001288,0.000552,102,298.15,997.162,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001288,0.001932,102,298.15,997.203,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.0013,0,102,298.15,997.144,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001314,0.000146,102,298.15,997.155,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001328,0.000332,102,298.15,997.161,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00135,0.00135,102,298.15,997.19,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00142,0,102,298.15,997.153,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001448,0.000362,102,298.15,997.17,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001449,0.000621,102,298.15,997.175,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001494,0.000996,102,298.15,997.19,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001503,0.000167,102,298.15,997.169,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001656,0.000414,102,298.15,997.186,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00168,0,102,298.15,997.172,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001683,0.000187,102,298.15,997.18,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001704,0.001136,102,298.15,997.208,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00172,0.00172,102,298.15,997.225,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001792,0.000768,102,298.15,997.205,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.001926,0.000214,102,298.15,997.196,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.002048,0.000512,102,298.15,997.217,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.002088,0.001392,102,298.15,997.243,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.002366,0.001014,102,298.15,997.253,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00268,0.00067,102,298.15,997.267,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.003367,0.001443,102,298.15,997.336,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.003864,0.000966,102,298.15,997.361,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.004529,0.001941,102,298.15,997.434,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.005152,0.002208,102,298.15,997.48,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
