setid,Solvent: Weight fraction of 2-ethoxyethan-1-ol,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DSbFi,0.2,308.15,0.00409,101,993.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.00502,101,993.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.00608,101,993.5,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.007,101,993.5,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.00801,101,993.5,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.00882,101,993.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.01041,101,993.5,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.01106,101,993.6,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.01203,101,993.6,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.01304,101,993.6,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.014,101,993.6,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.01521,101,993.6,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.01612,101,993.7,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0,101,988,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.00115,101,988,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.002,101,988,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.00307,101,988,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.00409,101,988.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.00502,101,988.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.00608,101,988.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.007,101,988.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.00801,101,988.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.00882,101,988,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.01041,101,988.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.01106,101,988.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.01203,101,988.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.01304,101,988.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.014,101,988.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.01521,101,988.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,318.15,0.01612,101,988.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
