setid,Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LWQRt,0.1936,323.15,100,1178.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.2985,298.15,100,1219.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.2985,303.15,100,1216,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.2985,308.15,100,1212.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.2985,313.15,100,1208.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.2985,318.15,100,1205.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.2985,323.15,100,1201.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.3912,298.15,100,1234.9,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.3912,303.15,100,1231.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.3912,308.15,100,1227.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.3912,313.15,100,1224.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.3912,318.15,100,1220.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.3912,323.15,100,1217,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.4999,298.15,100,1249.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.4999,303.15,100,1245.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.4999,308.15,100,1241.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.4999,313.15,100,1238.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.4999,318.15,100,1234.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.4999,323.15,100,1230.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6055,298.15,100,1260.9,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6055,303.15,100,1257.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6055,308.15,100,1253.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6055,313.15,100,1249.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6055,318.15,100,1246.1,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6055,323.15,100,1242.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6922,298.15,100,1269.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6922,303.15,100,1266,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6922,308.15,100,1262.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6922,313.15,100,1258.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6922,318.15,100,1254.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.6922,323.15,100,1251,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.7966,298.15,100,1280,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.7966,303.15,100,1276.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.7966,308.15,100,1272.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.7966,313.15,100,1268.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.7966,318.15,100,1264.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.7966,323.15,100,1261,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.9035,298.15,100,1289,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.9035,303.15,100,1285.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.9035,308.15,100,1281.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.9035,313.15,100,1277.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.9035,318.15,100,1273.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,0.9035,323.15,100,1270,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,1,298.15,100,1297.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,1,303.15,100,1293.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,1,308.15,100,1289.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,1,313.15,100,1285.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,1,318.15,100,1281.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
LWQRt,1,323.15,100,1277.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AALwIY,OCCO,"1,2-ethanediol",,,
