setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Solvent: MolaLity of L-methionine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cJbcm,293.15,0.009,0.05,101,1000.77,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.009,0.1,101,1002.93,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.012,0.01,101,999.039,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.012,0.05,101,1000.84,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.012,0.1,101,1002.98,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.015,0.01,101,999.098,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.015,0.05,101,1000.89,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.015,0.1,101,1003.03,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.018,0.01,101,999.167,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.018,0.05,101,1000.95,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.018,0.1,101,1003.08,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.021,0.01,101,999.208,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.021,0.05,101,1001.01,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.021,0.1,101,1003.12,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.024,0.01,101,999.254,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.024,0.05,101,1001.09,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.024,0.1,101,1003.17,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.027,0.01,101,999.314,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.027,0.05,101,1001.13,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.027,0.1,101,1003.22,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.03,0.01,101,999.341,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.03,0.05,101,1001.2,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,293.15,0.03,0.1,101,1003.27,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0,0.01,101,997.639,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0,0.05,101,999.493,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0,0.1,101,1001.55,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.003,0.01,101,997.692,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.003,0.05,101,999.465,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.003,0.1,101,1001.61,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.006,0.01,101,997.744,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.006,0.05,101,999.518,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.006,0.1,101,1001.65,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.009,0.01,101,997.801,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.009,0.05,101,999.562,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.009,0.1,101,1001.7,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.012,0.01,101,997.858,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.012,0.05,101,999.622,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.012,0.1,101,1001.75,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.015,0.01,101,997.915,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.015,0.05,101,999.674,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.015,0.1,101,1001.78,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.018,0.01,101,997.971,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.018,0.05,101,999.734,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.018,0.1,101,1001.82,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.021,0.01,101,998.015,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.021,0.05,101,999.792,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.021,0.1,101,1001.87,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.024,0.01,101,998.052,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.024,0.05,101,999.828,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.024,0.1,101,1001.92,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.027,0.01,101,998.105,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.027,0.05,101,999.884,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.027,0.1,101,1001.96,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.03,0.01,101,998.135,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.03,0.05,101,999.937,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,298.15,0.03,0.1,101,1002.02,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0,0.01,101,996.208,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0,0.05,101,998.062,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0,0.1,101,1000.1,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.003,0.01,101,996.275,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.003,0.05,101,998.032,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.003,0.1,101,1000.14,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.006,0.01,101,996.326,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.006,0.05,101,998.072,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.006,0.1,101,1000.19,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.009,0.01,101,996.369,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.009,0.05,101,998.119,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.009,0.1,101,1000.24,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.012,0.01,101,996.43,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.012,0.05,101,998.184,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.012,0.1,101,1000.29,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.015,0.01,101,996.483,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.015,0.05,101,998.244,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.015,0.1,101,1000.33,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.018,0.01,101,996.528,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.018,0.05,101,998.287,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.018,0.1,101,1000.38,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.021,0.01,101,996.576,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.021,0.05,101,998.347,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.021,0.1,101,1000.42,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.024,0.01,101,996.617,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.024,0.05,101,998.422,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.024,0.1,101,1000.47,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.027,0.01,101,996.665,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.027,0.05,101,998.464,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.027,0.1,101,1000.51,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.03,0.01,101,996.692,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.03,0.05,101,998.508,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,303.15,0.03,0.1,101,1000.55,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
