setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium dimethyl phosphate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YLObv,328.15,0.1193,100,909,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.1597,100,945,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.2006,100,977,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.3005,100,1040,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.4031,100,1090,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.4996,100,1126,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.6043,100,1158,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.7009,100,1182,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.797,100,1202,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.8995,100,1220,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,1,100,1236,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0,100,754,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.0201,100,786,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.0402,100,814,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.0803,100,864,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.1005,100,886,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.1193,100,905,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.1597,100,941,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.2006,100,973,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.3005,100,1037,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.4031,100,1086,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.4996,100,1122,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.6043,100,1154,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.7009,100,1178,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.797,100,1199,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,0.8995,100,1216,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,333.15,1,100,1233,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0,100,749,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.0201,100,782,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.0402,100,810,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.0803,100,860,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.1005,100,882,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.1193,100,900,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.1597,100,937,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.2006,100,969,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.3005,100,1033,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.4031,100,1083,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.4996,100,1119,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.6043,100,1151,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.7009,100,1175,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.797,100,1195,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,0.8995,100,1213,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,338.15,1,100,1229,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
