setid,"Temperature, K","Solvent: MolaLity of 1-phenylpiperazinium tetrafluoroborate, mol/kg","MolaLity of L-proline, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xtXZy,298.15,0.1,0.0499,100,1005.31,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,298.15,0.1,0.0999,100,1006.94,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,298.15,0.1,0.15,100,1008.49,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,298.15,0.1,0.1999,100,1010.04,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,298.15,0.1,0.2499,100,1011.62,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,298.15,0.1,0.2999,100,1013.16,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,298.15,0.1,0.3499,100,1014.65,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,298.15,0.1,0.3999,100,1016.17,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.025,0.0499,100,999.1,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.025,0.0999,100,1000.68,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.025,0.1499,100,1002.24,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.025,0.1999,100,1003.76,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.025,0.2499,100,1005.29,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.025,0.2999,100,1006.86,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.025,0.35,100,1008.35,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.025,0.4,100,1009.8,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.055,0.0499,100,1001.06,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.055,0.0999,100,1002.65,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.055,0.1499,100,1004.2,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.055,0.1999,100,1005.74,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.055,0.2499,100,1007.3,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.055,0.2999,100,1008.77,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.055,0.35,100,1010.31,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.055,0.3999,100,1011.76,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.1,0.0499,100,1003.79,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.1,0.0999,100,1005.4,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.1,0.15,100,1006.94,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.1,0.1999,100,1008.48,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.1,0.2499,100,1010.05,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.1,0.2999,100,1011.56,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.1,0.3499,100,1013.05,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,303.15,0.1,0.3999,100,1014.55,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.025,0.0499,100,997.44,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.025,0.0999,100,999.01,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.025,0.1499,100,1000.56,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.025,0.1999,100,1002.07,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.025,0.2499,100,1003.58,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.025,0.2999,100,1005.14,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.025,0.35,100,1006.62,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.025,0.4,100,1008.06,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.055,0.0499,100,999.38,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.055,0.0999,100,1000.95,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.055,0.1499,100,1002.5,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.055,0.1999,100,1004,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.055,0.2499,100,1005.56,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.055,0.2999,100,1007.02,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.055,0.35,100,1008.55,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.055,0.3999,100,1009.99,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.1,0.0499,100,1002.07,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.1,0.0999,100,1003.66,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.1,0.15,100,1005.19,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.1,0.1999,100,1006.72,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.1,0.2499,100,1008.27,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.1,0.2999,100,1009.78,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.1,0.3499,100,1011.24,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
xtXZy,308.15,0.1,0.3999,100,1012.74,Xie et al. (2016a),Density,Liquid,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
