setid,"Temperature, K",Weight fraction of N-methyldiethanolamine,Weight fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ziQqr,333.15,0.3,0.1,86,1021.6,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,333.15,0.3,0.2,86,1037,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,333.15,0.5,0,86,1018.7,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,333.15,0.5,0.05,86,1026.8,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,333.15,0.5,0.1,86,1034,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,333.15,0.5,0.2,86,1048.9,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,343.15,0.3,0,86,995.1,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,343.15,0.3,0.05,86,999.5,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,343.15,0.3,0.1,86,1012.6,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,343.15,0.3,0.2,86,1026.4,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,343.15,0.5,0,86,1011.2,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,343.15,0.5,0.05,86,1019.1,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,343.15,0.5,0.1,86,1025.8,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,343.15,0.5,0.2,86,1040.9,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
ziQqr,348.17,0.2573,0,86,988.9,Damanafshan et al. (2018),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,AADYJk,O,water
