setid,"Temperature, K",Mole fraction of triethanolamine,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vuEdl,303.15,0.994,100,1119,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,1,100,1116,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.393,100,1220,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.501,100,1202,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.6,100,1187,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.692,100,1171,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.778,100,1155,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.857,100,1141,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.931,100,1126,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.966,100,1119,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.98,100,1115,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.993,100,1113,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,0.994,100,1113,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,313.15,1,100,1111,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
