setid,"Temperature, K",Mole fraction of trimethylammonium dihydrogen phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OfeoN,298.15,0.7093,101,1297.11,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,298.15,0.852,101,1325.36,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,298.15,0.9413,101,1342.23,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,298.15,0.9719,101,1348.52,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,298.15,1,101,1353.61,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0,101,1023.74,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.0201,101,1034.74,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.0391,101,1045.35,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.1028,101,1081.42,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.1462,101,1104.62,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.211,101,1136.57,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.3267,101,1183.7,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.3746,101,1200.24,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.4469,101,1223.4,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.5751,101,1257.32,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.7093,101,1286.38,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.852,101,1317.91,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.9413,101,1337.6,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,0.9719,101,1344.48,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,303.15,1,101,1350.62,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0,101,1019.25,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.0201,101,1028.37,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.0391,101,1038.12,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.1028,101,1073.87,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.1462,101,1095.84,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.211,101,1126.55,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.3267,101,1173.1,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.3746,101,1189.72,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.4469,101,1213.08,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.5751,101,1248.1,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.7093,101,1279.47,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.852,101,1311.88,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.9413,101,1332.36,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,0.9719,101,1339.9,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,308.15,1,101,1347.59,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0,101,1014.74,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.0201,101,1023.28,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.0391,101,1031.97,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.1028,101,1065.17,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.1462,101,1086.37,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.211,101,1116.83,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.3267,101,1161.79,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.3746,101,1178.19,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.4469,101,1201.94,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.5751,101,1237.68,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.7093,101,1270.77,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.852,101,1305.61,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.9413,101,1327.25,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,0.9719,101,1335.1,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
OfeoN,313.15,1,101,1344.53,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLSU,C[NH+](C)C.O=P([O-])(O)O,trimethylammonium dihydrogen phosphate,,,
