setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium dimethyl phosphate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TZTUu,303.15,0.6016,101,1203.7,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,303.15,0.7023,101,1221.6,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,303.15,0.7991,101,1235.7,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,303.15,0.8946,101,1247.1,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,303.15,1,101,1257.8,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0,101,777.9,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.1002,101,952.3,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.1998,101,1050.2,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.2973,101,1106.7,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.3982,101,1146.8,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.4972,101,1176.4,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.6016,101,1200.2,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.7023,101,1218.1,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.7991,101,1232.2,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,0.8946,101,1243.7,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,308.15,1,101,1254.4,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0,101,773.1,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.1002,101,948.1,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.1998,101,1046.3,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.2973,101,1103,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.3982,101,1143.1,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.4972,101,1172.8,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.6016,101,1196.6,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.7023,101,1214.5,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.7991,101,1228.7,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,0.8946,101,1240.2,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,313.15,1,101,1251,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0,101,768.3,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.1002,101,944,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.1998,101,1042.5,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.2973,101,1099.2,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.3982,101,1139.5,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.4972,101,1169.2,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.6016,101,1193.1,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.7023,101,1211,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.7991,101,1225.2,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,0.8946,101,1236.8,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,318.15,1,101,1247.6,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0,101,763.5,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.1002,101,939.9,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.1998,101,1038.6,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.2973,101,1095.5,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.3982,101,1135.8,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.4972,101,1165.6,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.6016,101,1189.5,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.7023,101,1207.6,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.7991,101,1221.8,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,0.8946,101,1233.3,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
TZTUu,323.15,1,101,1244.2,Zhang et al. (2014d),Density,Liquid,AAGIBL,CO,methanol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
