setid,"Temperature, K","MolaRity of sodium bromide, mol/dm3","Solvent: MolaRity of N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LgvvG,303.15,0.025,0.005,101,997.732,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,303.15,0.05,0.005,101,999.681,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,308.15,0.005,0.005,101,994.737,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,308.15,0.01,0.005,101,995.058,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,308.15,0.025,0.005,101,996.098,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,308.15,0.05,0.005,101,998.029,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,313.15,0.005,0.005,101,992.912,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,313.15,0.01,0.005,101,993.223,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,313.15,0.025,0.005,101,994.261,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,313.15,0.05,0.005,101,996.18,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,318.15,0.005,0.005,101,990.896,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,318.15,0.01,0.005,101,991.205,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,318.15,0.025,0.005,101,992.234,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,318.15,0.05,0.005,101,994.149,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,323.15,0.005,0.005,101,988.708,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,323.15,0.01,0.005,101,989.014,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,323.15,0.025,0.005,101,990.04,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,323.15,0.05,0.005,101,991.946,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,328.15,0.005,0.005,101,986.355,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,328.15,0.01,0.005,101,986.66,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,328.15,0.025,0.005,101,987.683,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,328.15,0.05,0.005,101,989.58,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,333.15,0.005,0.005,101,983.847,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,333.15,0.01,0.005,101,984.151,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,333.15,0.025,0.005,101,985.171,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,333.15,0.05,0.005,101,987.061,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,338.15,0.005,0.005,101,981.191,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,338.15,0.01,0.005,101,981.495,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,338.15,0.025,0.005,101,982.507,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,338.15,0.05,0.005,101,984.397,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,343.15,0.005,0.005,101,978.396,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,343.15,0.01,0.005,101,978.699,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,343.15,0.025,0.005,101,979.698,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
LgvvG,343.15,0.05,0.005,101,981.592,Alam and Siddiq (2017),Density,Liquid,ACueYW,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",AADYJk,O,water,AAToTh,[Br-].[Na+],sodium bromide
