setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of propanoic acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KWzEf,323.15,0.4459,0.4018,100,1085,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.5107,0.3258,100,1127,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.5815,0.2256,100,1111,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.5951,0.3412,100,1128,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.6722,0.1106,100,1120,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.6843,0.2408,100,1138,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.7903,0.12,100,1139,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.8572,0.0485,100,1169,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.0378,0.6101,100,974,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.0485,0.4975,100,999,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.0593,0.3848,100,979,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.0692,0.2816,100,996,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.0782,0.1901,100,995,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.0877,0.0898,100,1013,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.1117,0.6723,100,977,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.1377,0.8164,100,1003,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.1912,0.4374,100,1010,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.2245,0.3408,100,1026,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.2712,0.494,100,1065,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.2747,0.1802,100,1058,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.3201,0.573,100,1083,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.372,0.3085,100,1094,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.4214,0.2157,100,1079,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.4305,0.5233,100,1104,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.4459,0.4018,100,1072,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.5107,0.3258,100,1119,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.5815,0.2256,100,1102,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.5951,0.3412,100,1117,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.6722,0.1106,100,1112,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.6843,0.2408,100,1131,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.7903,0.12,100,1131,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,333.15,0.8572,0.0485,100,1162,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
