setid,Weight fraction of propan-2-ol,Weight fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xhnlI,0.0418,0.1476,101,298.15,1140.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.0788,0.1282,101,298.15,1125.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.0957,0.0647,101,298.15,1131.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1023,0.356,101,298.15,1073.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1047,0.0244,101,298.15,1136.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1049,0.453,101,298.15,1056.1,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1088,0.0433,101,298.15,1129.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1089,0.0258,101,298.15,1139.7,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1089,0.6225,101,298.15,1027.3,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1124,0.7897,101,298.15,999.8,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1906,0.1495,101,298.15,1068.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1926,0.3202,101,298.15,1041.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1946,0.4077,101,298.15,1027.9,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1971,0.0795,101,298.15,1077,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.199,0.5595,101,298.15,1003.1,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.1999,0.2354,101,298.15,1048.7,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2027,0.7093,101,298.15,977.9,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2039,0.021,101,298.15,1084.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2074,0.0459,101,298.15,1062.4,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2082,0.0398,101,298.15,1075.4,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2117,0.2289,101,298.15,1045.1,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2144,0.3227,101,298.15,1021.3,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2176,0.2535,101,298.15,1041.1,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2487,0.1734,101,298.15,1030.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2551,0.1609,101,298.15,1035.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2598,0.1397,101,298.15,1032.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2649,0.0996,101,298.15,1037,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2711,0.2956,101,298.15,1010.6,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.2887,0.0254,101,298.15,1045.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3152,0.2716,101,298.15,992.1,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3236,0.3424,101,298.15,985.8,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3265,0.202,101,298.15,1000.9,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3303,0.4678,101,298.15,967.1,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3376,0.5893,101,298.15,948.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3542,0.2071,101,298.15,987.9,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3759,0.2674,101,298.15,971.4,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3876,0.0592,101,298.15,992.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3969,0.1302,101,298.15,980.7,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.3982,0.035,101,298.15,990.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.4105,0.2126,101,298.15,964.7,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.4318,0.2727,101,298.15,949.8,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.4423,0.1492,101,298.15,959.7,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.4588,0.2598,101,298.15,941.1,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.5058,0.0288,101,298.15,948.3,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.5144,0.0249,101,298.15,945.4,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.5577,0.1042,101,298.15,920.2,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.5826,0.3418,101,298.15,892,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.5974,0.0689,101,298.15,908.7,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.6124,0.0472,101,298.15,905,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.6275,0.2504,101,298.15,880,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.6863,0.2655,101,298.15,863,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.6909,0.1747,101,298.15,869.4,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.697,0.1675,101,298.15,866.8,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.7588,0.0936,101,298.15,851,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.7641,0.1822,101,298.15,844.3,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.797,0.0479,101,298.15,842.5,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.8316,0.11,101,298.15,827.9,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.8831,0.0549,101,298.15,814.8,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
xhnlI,0.9079,0.0283,101,298.15,807.7,Navarro et al. (2012),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
