setid,"Temperature, K","Weight fraction of ammonium 2-hydroxypropane-1,2,3-tricarboxylate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DqoQg,308.15,0.262357,101,1121.7,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,308.15,0.37849,101,1171.8,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,308.15,0.493351,101,1218,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,323.15,0.097469,101,1062.6,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,323.15,0.128805,101,1069.2,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,323.15,0.187914,101,1089.8,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,323.15,0.220863,101,1101.1,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,323.15,0.298465,101,1127.9,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,323.15,0.353516,101,1147.7,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,323.15,0.497118,101,1213.7,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
