setid,"Temperature, K",Mole fraction of 1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WYElD,318.15,0.7002,101,1110.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0.8001,101,1123.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0.8985,101,1133.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,1,101,1142,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0,101,759,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.1001,101,876.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.2,101,952.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.2999,101,1002.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.4,101,1040.5,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.5001,101,1069.5,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.5998,101,1091.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.7002,101,1107.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.8001,101,1120.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,0.8985,101,1130.5,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,323.15,1,101,1139.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0,101,754.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.1001,101,873.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.2,101,948.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.2999,101,1000,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.4,101,1037.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.5001,101,1066.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.5998,101,1088.5,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.7002,101,1104.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.8001,101,1117.5,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,0.8985,101,1127.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,328.15,1,101,1136.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0,101,749.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.1001,101,869.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.2,101,945.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.2999,101,997,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.4,101,1034.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.5001,101,1063.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.5998,101,1085.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.7002,101,1101.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.8001,101,1114.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,0.8985,101,1124.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,333.15,1,101,1133.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
