setid,"Temperature, K","Mole fraction of N,N-dimethylaniline","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ONUma,323.15,0.2,100,1366.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0.2993,100,1339.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0.4001,100,1308.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0.5005,100,1272.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0.5993,100,1230.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0.7,100,1178,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0.7996,100,1114.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0.8997,100,1034.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,1,100,931.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0,100,1406.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.1,100,1385.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.2,100,1362.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.2993,100,1335.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.4001,100,1304.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.5005,100,1268.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.5993,100,1225.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.7,100,1173.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.7996,100,1110,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,0.8997,100,1029.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,328.15,1,100,927.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0,100,1401.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.1,100,1381.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.2,100,1357.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.2993,100,1330.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.4001,100,1299.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.5005,100,1263.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.5993,100,1221.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.7,100,1169.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.7996,100,1105.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,0.8997,100,1025.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,333.15,1,100,923.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
