setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
UJZyN,293.15,0.1002,101,1.45225,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,0.1103,101,1.45372,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,0.1974,101,1.46551,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,0.3013,101,1.47616,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,0.3998,101,1.48114,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,0.5023,101,1.48958,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,0.6001,101,1.50172,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,0.6833,101,1.5056,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,0.8474,101,1.51262,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,293.15,1,101,1.51481,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0,101,1.42905,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.003,101,1.42988,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.0061,101,1.42997,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.0124,101,1.43216,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.0188,101,1.43335,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.0239,101,1.43481,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.0358,101,1.43728,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.0468,101,1.4397,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.069,101,1.44378,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.0848,101,1.44684,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.1002,101,1.44946,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.1103,101,1.45089,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.1974,101,1.46273,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.3013,101,1.47358,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.3998,101,1.47805,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.5023,101,1.48676,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.6001,101,1.49901,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.6833,101,1.50238,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,0.8474,101,1.50999,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,303.15,1,101,1.51235,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0,101,1.42623,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.003,101,1.42703,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.0061,101,1.42716,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.0124,101,1.42936,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.0188,101,1.43054,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.0239,101,1.432,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.0358,101,1.43447,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.0468,101,1.4369,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.069,101,1.44097,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.0848,101,1.44402,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.1002,101,1.4466,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.1103,101,1.44807,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.1974,101,1.45984,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.3013,101,1.47102,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.3998,101,1.4756,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.5023,101,1.48393,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.6001,101,1.49425,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.6833,101,1.49539,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,0.8474,101,1.50732,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,313.15,1,101,1.5097,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0,101,1.42339,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.003,101,1.42414,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.0061,101,1.42436,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.0124,101,1.42646,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.0188,101,1.4279,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.0239,101,1.42914,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.0358,101,1.43166,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.0468,101,1.43402,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.069,101,1.43817,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.0848,101,1.44116,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.1002,101,1.44373,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.1103,101,1.44526,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.1974,101,1.45688,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.3013,101,1.46849,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.3998,101,1.47334,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.5023,101,1.4812,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.6001,101,1.4932,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.6833,101,1.49356,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,0.8474,101,1.50422,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,323.15,1,101,1.5073,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0,101,1.42044,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.003,101,1.42117,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.0061,101,1.42155,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.0124,101,1.42357,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.0188,101,1.42508,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.0239,101,1.4262,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.0358,101,1.42888,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.0468,101,1.43114,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.069,101,1.43542,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.0848,101,1.43827,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.1002,101,1.4408,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.1103,101,1.44255,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.1974,101,1.45385,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.3013,101,1.4658,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.3998,101,1.47138,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.5023,101,1.47886,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.6001,101,1.48688,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.6833,101,1.49114,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,0.8474,101,1.50149,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
UJZyN,333.15,1,101,1.50492,Kermanpour et al. (2017),Refractive index,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
