setid,Mole fraction of ethanol,Mole fraction of water,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ulxVB,0.213,0.6721,101,298.15,1.41571,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.2156,0.7777,101,298.15,1.36274,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.2354,0.7098,101,298.15,1.39287,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.2358,0.7503,101,298.15,1.36892,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.2581,0.7192,101,298.15,1.37524,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.2884,0.6757,101,298.15,1.38307,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.2972,0.6968,101,298.15,1.36457,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.3097,0.4125,101,298.15,1.44198,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.3172,0.5831,101,298.15,1.40876,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.3196,0.668,101,298.15,1.36932,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.3235,0.6281,101,298.15,1.38917,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.3439,0.6361,101,298.15,1.37423,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.3528,0.1226,101,298.15,1.45898,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.354,0.5781,101,298.15,1.39703,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.3804,0.5884,101,298.15,1.3803,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.3862,0.6086,101,298.15,1.36534,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.4044,0.3559,101,298.15,1.43426,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.4138,0.5756,101,298.15,1.36892,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.4195,0.5389,101,298.15,1.38499,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.4403,0.5426,101,298.15,1.37261,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.4582,0.4849,101,298.15,1.39078,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.4657,0.1012,101,298.15,1.45066,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.4793,0.4944,101,298.15,1.37712,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.4911,0.5046,101,298.15,1.36541,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.521,0.4447,101,298.15,1.38047,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.5486,0.4376,101,298.15,1.3705,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.5636,0.3905,101,298.15,1.38464,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.6042,0.159,101,298.15,1.42761,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.6339,0.3399,101,298.15,1.37558,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.6484,0.2101,101,298.15,1.41004,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.6523,0.3414,101,298.15,1.36615,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.6548,0.0654,101,298.15,1.43155,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.6675,0.2976,101,298.15,1.37857,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.7086,0.2767,101,298.15,1.36966,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.7178,0.241,101,298.15,1.38045,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.7723,0.2038,101,298.15,1.37282,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.8545,0.0276,101,298.15,1.39925,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.8653,0.125,101,298.15,1.36553,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.9072,0.0792,101,298.15,1.36663,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
ulxVB,0.9667,0.0134,101,298.15,1.36802,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
