setid,"Temperature, K",Mole fraction of 1-propylpyridinium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
CLlTY,293.15,0.5772,99,1.43677,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,293.15,0.6015,99,1.43757,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,293.15,0.6695,99,1.43957,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,293.15,0.7309,99,1.44111,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,293.15,0.7771,99,1.44212,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,293.15,0.8395,99,1.44335,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,293.15,0.9054,99,1.44449,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,293.15,0.9633,99,1.44537,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,293.15,1,99,1.44588,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0,99,1.33196,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.0185,99,1.34613,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.0287,99,1.35282,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.0466,99,1.36297,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.0766,99,1.37637,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.0964,99,1.38337,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.2011,99,1.40683,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.2858,99,1.41727,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.3993,99,1.42604,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.4979,99,1.4311,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.5772,99,1.43415,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.6015,99,1.43495,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.6695,99,1.43694,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.7309,99,1.43847,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.7771,99,1.43948,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.8395,99,1.4407,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.9054,99,1.44183,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,0.9633,99,1.44271,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,303.15,1,99,1.44322,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0,99,1.33061,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.0185,99,1.34407,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.0287,99,1.35055,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.0466,99,1.36049,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.0766,99,1.37374,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.0964,99,1.38071,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.2011,99,1.40419,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.2858,99,1.41465,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.3993,99,1.42343,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.4979,99,1.42848,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.5772,99,1.43152,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.6015,99,1.43233,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.6695,99,1.4343,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.7309,99,1.43583,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.7771,99,1.43685,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.8395,99,1.43806,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.9054,99,1.43918,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,0.9633,99,1.44006,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,313.15,1,99,1.44057,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0,99,1.32904,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.0185,99,1.34187,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.0287,99,1.34817,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.0466,99,1.35792,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.0766,99,1.37105,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.0964,99,1.37801,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.2011,99,1.40152,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.2858,99,1.41202,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.3993,99,1.42083,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.4979,99,1.42588,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.5772,99,1.42891,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.6015,99,1.42971,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.6695,99,1.43169,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.7309,99,1.43321,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.7771,99,1.43422,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.8395,99,1.43543,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.9054,99,1.43656,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,0.9633,99,1.43742,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
CLlTY,323.15,1,99,1.43793,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
