setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
xSHEL,323.15,0.0966,101,1.39705,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,0.1943,101,1.39997,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,0.2887,101,1.4012,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,0.3979,101,1.40177,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,0.4792,101,1.40198,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,0.5943,101,1.40211,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,0.6753,101,1.40217,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,0.8101,101,1.40224,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,0.8849,101,1.4023,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
xSHEL,323.15,1,101,1.40238,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
