setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
XZraC,308.15,0.702,100,1.42348,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0.799,100,1.42562,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0.901,100,1.42769,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,1,100,1.42984,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0,100,1.37402,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.102,100,1.39317,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.199,100,1.40405,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.301,100,1.41058,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.405,100,1.41452,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.5,100,1.41635,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.604,100,1.41871,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.702,100,1.42104,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.799,100,1.42272,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,0.901,100,1.42513,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,318.15,1,100,1.42715,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
