setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
CrCWc,308.15,0,100,1.4224,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.0999,100,1.4249,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.2046,100,1.4269,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.2989,100,1.4286,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.3934,100,1.4303,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.4981,100,1.4315,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.5951,100,1.4326,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.695,100,1.4333,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.7978,100,1.4338,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,0.8934,100,1.4341,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,308.15,1,100,1.4342,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0,100,1.4204,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.0999,100,1.423,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.2046,100,1.4251,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.2989,100,1.4269,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.3934,100,1.4287,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.4981,100,1.43,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.5951,100,1.4313,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.695,100,1.4321,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.7978,100,1.4326,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,0.8934,100,1.4331,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,313.15,1,100,1.4333,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0,100,1.4183,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.0999,100,1.4208,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.2046,100,1.4231,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.2989,100,1.4249,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.3934,100,1.4267,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.4981,100,1.4282,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.5951,100,1.4295,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.695,100,1.4304,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.7978,100,1.431,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,0.8934,100,1.4316,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,318.15,1,100,1.4319,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0,100,1.4166,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.0999,100,1.4191,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.2046,100,1.4214,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.2989,100,1.4232,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.3934,100,1.4251,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.4981,100,1.4266,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.5951,100,1.428,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.695,100,1.4289,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.7978,100,1.4295,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,0.8934,100,1.4302,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
CrCWc,323.15,1,100,1.4306,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
