setid,"Solvent: MolaLity of 1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
vIJom,0.2002,0.1487,298.2,87,1.3479,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2002,0.1982,298.2,87,1.3484,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2002,0.2444,298.2,87,1.3489,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2002,0.292,298.2,87,1.3494,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2002,0.3421,298.2,87,1.3499,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2002,0.3976,298.2,87,1.3504,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2989,0,298.2,87,1.352,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2989,0.1019,298.2,87,1.3531,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2989,0.1491,298.2,87,1.3535,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2989,0.201,298.2,87,1.3541,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2989,0.242,298.2,87,1.3545,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2989,0.2969,298.2,87,1.3551,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2989,0.3476,298.2,87,1.3556,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2989,0.4029,298.2,87,1.3562,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
