setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Asmus,303.15,0,99,1.33196,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.0165,99,1.34644,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.0379,99,1.3612,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.0863,99,1.38392,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.101,99,1.38881,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.134,99,1.39805,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.243,99,1.41639,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.289,99,1.42115,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.3456,99,1.42571,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.4217,99,1.4303,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.5485,99,1.43558,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.6029,99,1.43726,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.7232,99,1.44021,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.8005,99,1.44168,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.8575,99,1.44261,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,0.9315,99,1.44368,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,303.15,1,99,1.44454,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0,99,1.33061,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.0165,99,1.34468,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.0379,99,1.35896,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.0863,99,1.38128,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.101,99,1.38613,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.134,99,1.39527,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.243,99,1.41376,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.289,99,1.41853,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.3456,99,1.42304,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.4217,99,1.42763,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.5485,99,1.43295,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.6029,99,1.43463,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.7232,99,1.43755,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.8005,99,1.43905,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.8575,99,1.43999,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,0.9315,99,1.44105,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,313.15,1,99,1.44191,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0,99,1.32904,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.0165,99,1.34263,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.0379,99,1.35635,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.0863,99,1.37835,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.101,99,1.38331,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.134,99,1.3926,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.243,99,1.41106,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.289,99,1.41585,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.3456,99,1.42041,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.4217,99,1.42496,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.5485,99,1.43025,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.6029,99,1.43194,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.7232,99,1.43489,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.8005,99,1.43637,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.8575,99,1.43731,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,0.9315,99,1.43838,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
Asmus,323.15,1,99,1.43923,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
