setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
rwfoB,285.742,1,100,632.8,1.4471,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,286.417,0.394,100,632.8,1.4219,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,286.623,0,100,632.8,1.3626,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,286.943,1,100,632.8,1.4468,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,287.46,0.02,100,632.8,1.3684,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,287.509,0.518,100,632.8,1.4298,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,287.675,0.394,100,632.8,1.4215,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,288.169,0,100,632.8,1.362,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,288.237,1,100,632.8,1.4464,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,288.687,0.518,100,632.8,1.4295,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,288.708,0.02,100,632.8,1.3679,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,289.328,0,100,632.8,1.3615,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,289.369,0.394,100,632.8,1.4211,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,289.379,1,100,632.8,1.4461,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,289.819,0.02,100,632.8,1.3675,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,290.139,0.518,100,632.8,1.429,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,290.31,0.394,100,632.8,1.4207,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,290.372,1,100,632.8,1.4458,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,290.465,0.313,100,632.8,1.414,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,290.803,0,100,632.8,1.3609,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,291.257,0.02,100,632.8,1.3669,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,291.415,0.518,100,632.8,1.4287,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,291.416,0.394,100,632.8,1.4204,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,291.841,0,100,632.8,1.3604,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,292.083,0.313,100,632.8,1.4134,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,292.155,1,100,632.8,1.4454,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,292.642,0.02,100,632.8,1.3663,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,292.941,0,100,632.8,1.36,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,293.102,0.313,100,632.8,1.4131,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,293.406,1,100,632.8,1.4451,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,293.773,0,100,632.8,1.3596,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,294.227,0.313,100,632.8,1.4128,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,294.377,0.02,100,632.8,1.3657,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,295.001,1,100,632.8,1.4446,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,295.321,0.313,100,632.8,1.4124,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,295.494,0,100,632.8,1.3589,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,296.195,0.258,100,632.8,1.4062,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,296.345,0.199,100,632.8,1.3993,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,296.345,0.313,100,632.8,1.4121,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,296.506,0,100,632.8,1.3585,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,296.889,1,100,632.8,1.444,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,296.983,0.06,100,632.8,1.3745,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,296.983,0.142,100,632.8,1.3902,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,297.251,0.095,100,632.8,1.3817,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,297.437,0,100,632.8,1.3581,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,297.52,0.258,100,632.8,1.4056,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,298.062,0.142,100,632.8,1.3899,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,298.136,0,100,632.8,1.3578,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,298.214,0.06,100,632.8,1.374,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,298.514,0.199,100,632.8,1.3986,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,298.563,0.095,100,632.8,1.3813,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,298.9,0.258,100,632.8,1.4052,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,299.342,0.142,100,632.8,1.3895,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,299.429,0.06,100,632.8,1.3736,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,299.576,0.199,100,632.8,1.3982,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,299.67,0.095,100,632.8,1.3809,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,299.977,0.258,100,632.8,1.4048,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,300.342,0.142,100,632.8,1.3892,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,300.787,0.095,100,632.8,1.3805,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,300.893,0.06,100,632.8,1.3731,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,300.952,0.258,100,632.8,1.4046,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,301.095,0.199,100,632.8,1.3977,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,301.774,0.095,100,632.8,1.3802,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,301.775,0.142,100,632.8,1.3886,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,301.924,0.258,100,632.8,1.4043,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,302.079,0.06,100,632.8,1.3726,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,302.157,0.199,100,632.8,1.3974,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,302.925,0.095,100,632.8,1.3798,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,302.938,0.142,100,632.8,1.3883,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,303.304,0.199,100,632.8,1.397,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
rwfoB,303.307,0.06,100,632.8,1.3722,Tao et al. (2017a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
