setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QdljZ,308.15,0.87843,101,1.41622,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,308.15,0.9562,101,1.41629,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,308.15,1,101,1.41676,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0,101,1.36219,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.09053,101,1.38344,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.17512,101,1.39414,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.27483,101,1.40023,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.36383,101,1.40397,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.47473,101,1.40699,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.59594,101,1.40998,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.69876,101,1.41182,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.77818,101,1.41389,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.87843,101,1.41498,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,0.9562,101,1.41507,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,313.15,1,101,1.41547,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0,101,1.35968,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.09053,101,1.38227,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.17512,101,1.39389,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.27483,101,1.39983,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.36383,101,1.40319,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.47473,101,1.40607,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.59594,101,1.4091,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.69876,101,1.41087,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.77818,101,1.41215,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.87843,101,1.41315,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,0.9562,101,1.41377,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,318.15,1,101,1.41417,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0,101,1.35732,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.09053,101,1.38202,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.17512,101,1.39323,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.27483,101,1.3989,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.36383,101,1.40308,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.47473,101,1.40548,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.59594,101,1.4082,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.69876,101,1.40995,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.77818,101,1.41181,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.87843,101,1.41252,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,0.9562,101,1.41258,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QdljZ,323.15,1,101,1.41288,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
