setid,Mole fraction of tris(2-hydroxyethyl) methylammonium methylsulfate,Mole fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
bHKqw,0,0.8529,298.15,101,1.35243,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0,0.8967,298.15,101,1.34783,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0,0.9481,298.15,101,1.34063,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0096,0.9515,298.15,101,1.35307,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0185,0.9541,298.15,101,1.3626,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0193,0.9025,298.15,101,1.36833,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0274,0.9499,298.15,101,1.37214,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.034,0.9508,298.15,101,1.37802,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0384,0.9046,298.15,101,1.38445,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0385,0.8054,298.15,101,1.38821,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.04,0.9529,298.15,101,1.3825,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0478,0.9522,298.15,101,1.38887,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0482,0,298.15,101,1.3818,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0545,0.9004,298.15,101,1.396,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0604,0.6951,298.15,101,1.40102,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0665,0.9037,298.15,101,1.40282,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0771,0.6108,298.15,101,1.40779,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0784,0.8056,298.15,101,1.41028,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0803,0.9053,298.15,101,1.41007,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0967,0.9033,298.15,101,1.41769,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0974,0.5081,298.15,101,1.41295,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.0981,0,298.15,101,1.39899,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1061,0.8061,298.15,101,1.4221,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1144,0.716,298.15,101,1.42353,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1183,0.4028,298.15,101,1.41691,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1345,0.8054,298.15,101,1.43142,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1357,0.3151,298.15,101,1.41909,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1509,0,298.15,101,1.41373,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1578,0.2037,298.15,101,1.42127,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1601,0.6028,298.15,101,1.43423,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1627,0.8081,298.15,101,1.43874,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1628,0.7025,298.15,101,1.43775,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1775,0.1042,298.15,101,1.42317,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1939,0.8061,298.15,101,1.44581,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.196,0.5137,298.15,101,1.43994,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.1994,0,298.15,101,1.42476,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2047,0.7037,298.15,101,1.44641,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2148,0.6073,298.15,101,1.44684,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2303,0.4284,298.15,101,1.44363,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.242,0,298.15,101,1.43322,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2421,0.7579,298.15,101,1.4539,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.258,0.6959,298.15,101,1.45477,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2711,0.3273,298.15,101,1.44763,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2721,0.5027,298.15,101,1.45274,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2894,0.7106,298.15,101,1.45949,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2909,0.579,298.15,101,1.45521,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.2922,0,298.15,101,1.44083,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.3173,0.2125,298.15,101,1.45114,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.3207,0.4139,298.15,101,1.45663,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.3373,0.5118,298.15,101,1.46074,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.3622,0.1012,298.15,101,1.45272,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.3753,0.314,298.15,101,1.45992,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.3872,0.6128,298.15,101,1.46758,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.3882,0,298.15,101,1.45307,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.4007,0.4199,298.15,101,1.46487,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.4078,0.5193,298.15,101,1.46736,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.4378,0.1998,298.15,101,1.46278,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.4806,0.3043,298.15,101,1.46847,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.4841,0,298.15,101,1.46222,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.4858,0.5142,298.15,101,1.47335,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.4869,0.11,298.15,101,1.46471,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.5015,0.4088,298.15,101,1.47232,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.5506,0.203,298.15,101,1.47091,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.5789,0.3175,298.15,101,1.47504,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.5923,0,298.15,101,1.4695,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.6064,0.3936,298.15,101,1.47587,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.6164,0.1078,298.15,101,1.47296,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.6288,0,298.15,101,1.47153,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.6698,0.3302,298.15,101,1.47878,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.6702,0.21,298.15,101,1.47704,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.6881,0,298.15,101,1.47511,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.709,0.1642,298.15,101,1.47809,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.7379,0,298.15,101,1.47666,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.753,0.1124,298.15,101,1.4788,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.7822,0.2178,298.15,101,1.4813,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.7878,0,298.15,101,1.47867,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.8379,0,298.15,101,1.48018,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.867,0.133,298.15,101,1.4827,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.8738,0,298.15,101,1.48134,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.9203,0,298.15,101,1.48278,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
bHKqw,0.9398,0.0602,298.15,101,1.48341,Arce et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate,
