setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cGEGj,318.15,0.95105,101,1.471,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,318.15,1,101,1.47228,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0,101,1.38804,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.04902,101,1.39777,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.08192,101,1.40358,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.14532,101,1.41365,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.17653,101,1.41796,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.25568,101,1.42758,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.33862,101,1.43587,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.44725,101,1.44462,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.54527,101,1.45103,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.64658,101,1.45653,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.75617,101,1.4615,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.82064,101,1.46402,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.88681,101,1.46637,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,0.95105,101,1.46837,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
cGEGj,328.15,1,101,1.46966,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
