setid,Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
vnSjV,0.1,312.491,94,632.8,1.383,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.1,313.521,94,632.8,1.3826,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.1,314.54,94,632.8,1.3822,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.1,315.578,94,632.8,1.3818,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.2,309.471,94,632.8,1.3938,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.2,310.446,94,632.8,1.3934,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.2,311.476,94,632.8,1.3931,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.2,312.469,94,632.8,1.3927,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.2,313.488,94,632.8,1.3924,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.2,314.48,94,632.8,1.392,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.2,315.578,94,632.8,1.3916,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.3,307.407,94,632.8,1.4009,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.3,308.401,94,632.8,1.4006,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.3,309.387,94,632.8,1.4003,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.3,310.419,94,632.8,1.3999,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.3,311.464,94,632.8,1.3996,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.3,312.403,94,632.8,1.3993,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.3,313.426,94,632.8,1.399,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.3,314.463,94,632.8,1.3986,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.4,307.296,94,632.8,1.4056,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.4,308.292,94,632.8,1.4053,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.4,309.354,94,632.8,1.405,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.4,310.361,94,632.8,1.4047,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.4,311.363,94,632.8,1.4044,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.4,312.374,94,632.8,1.4041,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.4,313.349,94,632.8,1.4038,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.4,314.388,94,632.8,1.4035,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.5,307.22,94,632.8,1.4091,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.5,308.214,94,632.8,1.4088,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.5,309.224,94,632.8,1.4085,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.5,310.254,94,632.8,1.4082,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.5,311.237,94,632.8,1.4079,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.5,312.247,94,632.8,1.4076,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.5,313.26,94,632.8,1.4073,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.5,314.266,94,632.8,1.407,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.601,307.286,94,632.8,1.4119,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.601,308.211,94,632.8,1.4116,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.601,309.239,94,632.8,1.4113,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.601,310.241,94,632.8,1.411,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.601,311.225,94,632.8,1.4107,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.601,312.239,94,632.8,1.4104,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.601,313.206,94,632.8,1.4101,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.601,314.225,94,632.8,1.4098,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.699,307.304,94,632.8,1.4141,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.699,308.193,94,632.8,1.4138,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.699,309.268,94,632.8,1.4135,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.699,310.313,94,632.8,1.4132,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.699,311.253,94,632.8,1.413,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.699,312.261,94,632.8,1.4127,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.699,313.372,94,632.8,1.4124,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.699,314.225,94,632.8,1.4121,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.8,307.217,94,632.8,1.4159,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.8,308.249,94,632.8,1.4156,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.8,309.24,94,632.8,1.4154,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.8,310.252,94,632.8,1.4151,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.8,311.264,94,632.8,1.4148,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.8,312.223,94,632.8,1.4146,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.8,313.248,94,632.8,1.4143,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.8,314.291,94,632.8,1.414,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.901,307.28,94,632.8,1.4177,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.901,308.234,94,632.8,1.4174,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.901,309.245,94,632.8,1.4171,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.901,310.34,94,632.8,1.4168,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.901,311.25,94,632.8,1.4166,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.901,312.347,94,632.8,1.4163,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.901,313.26,94,632.8,1.416,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,0.901,314.291,94,632.8,1.4157,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,1,298.186,94,632.8,1.4215,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,1,300.196,94,632.8,1.421,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,1,302.192,94,632.8,1.4204,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,1,304.197,94,632.8,1.4199,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,1,306.222,94,632.8,1.4193,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,1,308.236,94,632.8,1.4188,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,1,310.251,94,632.8,1.4183,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
vnSjV,1,312.243,94,632.8,1.4178,Guo et al. (2017a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
