setid,"Temperature, K",Mole fraction of water,Mole fraction of 1-ethyl-3-methylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
znswX,298.2,0.4832,0.2991,100,1.491,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,298.2,0.5233,0.241,100,1.476,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,298.2,0.5416,0.201,100,1.4665,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,298.2,0.6007,0.1109,100,1.4265,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,298.2,0.6399,0.1543,100,1.453,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.2135,0.1436,100,1.4335,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.225,0.3002,100,1.4725,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.2573,0.2,100,1.4485,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.265,0.2557,100,1.46,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.2898,0.0992,100,1.4225,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.3512,0.2994,100,1.4825,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.3835,0.253,100,1.4725,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.3988,0.2006,100,1.4575,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.4304,0.1376,100,1.4325,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.4549,0.0997,100,1.4165,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.4575,0.3011,100,1.4855,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.5186,0.2468,100,1.4735,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.5408,0.2011,100,1.4625,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.6256,0.091,100,1.4135,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,308.2,0.6309,0.1518,100,1.4455,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.2118,0.1566,100,1.433,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.2266,0.3001,100,1.4645,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.2589,0.2005,100,1.442,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.2652,0.2602,100,1.4545,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.2908,0.1023,100,1.4155,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.3529,0.3011,100,1.4745,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.3713,0.2476,100,1.462,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.4027,0.2034,100,1.451,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.4313,0.1421,100,1.4265,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.4648,0.1002,100,1.4085,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.4662,0.2903,100,1.4775,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.5263,0.238,100,1.466,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.5433,0.2,100,1.4565,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.6096,0.0995,100,1.4075,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
znswX,318.2,0.6275,0.1585,100,1.4385,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
