setid,Mole fraction of water,Mole fraction of ethanol,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
UrgZd,0.5256,0.3421,100,298.15,1.41318,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.5532,0.0987,100,298.15,1.45376,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.5651,0.3959,100,298.15,1.38179,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.5691,0.3603,100,298.15,1.39462,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.6125,0.2333,100,298.15,1.42101,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.6498,0.3053,100,298.15,1.38487,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.6542,0.2646,100,298.15,1.39976,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.6797,0.3106,100,298.15,1.36652,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.7046,0.118,100,298.15,1.42814,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.7294,0.2203,100,298.15,1.38736,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.7351,0.1736,100,298.15,1.40412,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.7572,0.2319,100,298.15,1.3654,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.7851,0.1877,100,298.15,1.37432,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.8036,0.1409,100,298.15,1.38872,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.8132,0.0859,100,298.15,1.40706,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.8252,0.1629,100,298.15,1.36307,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.8536,0.1168,100,298.15,1.37265,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.8724,0.0674,100,298.15,1.38837,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.8858,0.1015,100,298.15,1.35907,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.9117,0.0567,100,298.15,1.36927,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
UrgZd,0.9469,0.0395,100,298.15,1.35275,Gomez et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",
