setid,Weight fraction of hexane,Weight fraction of ethanol,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
sSMSx,0,0.506,101,313.15,1.37781,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0,0.655,101,313.15,1.3693,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0,1,101,313.15,1.35309,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.013,0.013,101,313.15,1.4163,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.014,0.026,101,313.15,1.41532,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.014,0.044,101,313.15,1.41308,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.014,0.189,101,313.15,1.39942,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.015,0.288,101,313.15,1.39104,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.016,0.386,101,313.15,1.38352,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.018,0.068,101,313.15,1.41073,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.026,0.539,101,313.15,1.37346,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.027,0.14,101,313.15,1.40292,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.03,0.284,101,313.15,1.39035,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.034,0.475,101,313.15,1.37754,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.038,0.201,101,313.15,1.39678,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.041,0.376,101,313.15,1.38249,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.045,0.562,101,313.15,1.37151,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.047,0.655,101,313.15,1.36675,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.048,0.713,101,313.15,1.36424,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.05,0.753,101,313.15,1.36208,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.051,0.426,101,313.15,1.37862,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.057,0.37,101,313.15,1.38194,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.062,0.29,101,313.15,1.38764,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.062,0.52,101,313.15,1.37267,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.07,0.457,101,313.15,1.37588,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.093,0.534,101,313.15,1.3707,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.098,0.62,101,313.15,1.36627,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.103,0.711,101,313.15,1.36157,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.105,0.794,101,313.15,1.35816,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.107,0.772,101,313.15,1.35874,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.13,0.512,101,313.15,1.37002,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.158,0.579,101,313.15,1.36567,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.159,0.727,101,313.15,1.35879,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.204,0.631,101,313.15,1.36161,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.206,0.546,101,313.15,1.36518,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.217,0.695,101,313.15,1.35837,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.222,0.73,101,313.15,1.3567,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.27,0.578,101,313.15,1.36167,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.32,0.603,101,313.15,1.35873,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.327,0.632,101,313.15,1.3573,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.383,0.547,101,313.15,1.35897,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.431,0.534,101,313.15,1.35797,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
sSMSx,0.48,0.488,101,313.15,1.35828,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
