setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
fEbup,291.076,0.264,623.8,1.4186,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,291.547,0.255,623.8,1.4181,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,292.022,0.247,623.8,1.4176,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,292.463,0.235,623.8,1.417,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,292.844,0.229,623.8,1.4166,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,293.146,0.221,623.8,1.4162,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,293.406,0.211,623.8,1.4157,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,293.632,0.206,623.8,1.4154,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,293.782,0.202,623.8,1.4152,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,293.887,0.201,623.8,1.4151,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,293.993,0.197,623.8,1.4149,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.086,0.193,623.8,1.4147,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.186,0.189,623.8,1.4145,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.268,0.188,623.8,1.4144,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.349,0.184,623.8,1.4142,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.424,0.18,623.8,1.414,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.488,0.175,623.8,1.4138,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.543,0.174,623.8,1.4137,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.596,0.172,623.8,1.4136,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.641,0.168,623.8,1.4134,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.679,0.166,623.8,1.4133,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.73,0.162,623.8,1.4131,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.767,0.157,623.8,1.4129,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.803,0.153,623.8,1.4127,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.834,0.149,623.8,1.4125,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.866,0.145,623.8,1.4123,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.878,0.143,623.8,1.4122,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.892,0.141,623.8,1.4121,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.901,0.139,623.8,1.412,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.908,0.134,623.8,1.4118,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.913,0.132,623.8,1.4117,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.918,0.13,623.8,1.4116,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.923,0.128,623.8,1.4115,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.926,0.126,623.8,1.4114,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.929,0.124,623.8,1.4113,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.931,0.122,623.8,1.4112,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
fEbup,294.933,0.118,623.8,1.411,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
