setid,Mole fraction of ethanol,Mole fraction of water,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
yswDZ,0.2971,0.6652,100,298.15,1.38502,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.2976,0.4266,100,298.15,1.44324,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.309,0.1352,100,298.15,1.46183,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.3319,0.566,100,298.15,1.41044,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.3461,0.6352,100,298.15,1.37415,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.3752,0.5619,100,298.15,1.39582,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.3912,0.5762,100,298.15,1.38185,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.399,0.2446,100,298.15,1.44801,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.3991,0.3649,100,298.15,1.43537,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.4085,0.1157,100,298.15,1.45547,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.4361,0.4777,100,298.15,1.40296,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.4416,0.5424,100,298.15,1.3726,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.4749,0.4723,100,298.15,1.39008,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.4771,0.5165,100,298.15,1.36681,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.4992,0.2038,100,298.15,1.43961,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.5417,0.3883,100,298.15,1.39537,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.5749,0.3823,100,298.15,1.38459,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.5975,0.381,100,298.15,1.37453,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.5979,0.2442,100,298.15,1.41668,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.5993,0.1631,100,298.15,1.4296,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.6769,0.3138,100,298.15,1.36776,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.6966,0.1235,100,298.15,1.41799,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.6989,0.1829,100,298.15,1.40526,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.731,0.2279,100,298.15,1.38111,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.7977,0.0823,100,298.15,1.40306,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.8227,0.1502,100,298.15,1.37409,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
yswDZ,0.825,0.17,100,298.15,1.3644,Gonzalez et al. (2008a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,
